X,Y,P_Puntaje_2019,P_Puntaje_2020,P_Puntaje_2021,P_Puntaje_2022,EVALUADOS,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Sector,CALENDARIO,GENERO,COD_LOCA,upz,CLASE_TIPO,Categoria,DENSITY
-74.1150710401788,4.53218108066655,283.4615385,285.7692308,278.0769231,274.2307692,110,58,58,52,55,54,2,1,5,5,56,2,2,125.347688223
-74.0908798102261,4.5804846468112,261.1538462,264.6153846,255.7692308,267.6923077,306,54,52,49,50,50,2,1,5,4,33,1,3,199.075121954
-74.1493728598582,4.6721481667246,261.9230769,259.2307692,254.6153846,264.6153846,152,54,51,49,49,53,2,1,5,9,75,1,3,276.94015566
-74.1125838503971,4.74463380187784,265.7692308,267.3076923,261.5384615,261.9230769,110,55,55,50,50,50,2,1,5,11,71,2,2,306.418065453
-74.2014896702987,4.62776171693437,260.963837,259.5711948,258.9630634,262.2474513,227,54,52,50,51,52,2,1,5,7,87,1,3,73.5633952561
-74.1158214900722,4.74906394934783,254.408675,253.7495977,263.1334203,264.8497317,177,56,55,50,51,52,2,1,5,11,71,1,3,306.418065453
-74.1597257395902,4.6717335731755,277.9960664,263.9965621,273.884843,268.8399168,169,59,55,53,52,56,2,1,5,9,77,1,2,80.9118751869
-74.1557811401595,4.64485448158082,265.8100027,266.5300217,270.5720477,269.0402258,355,57,54,52,52,54,2,1,5,8,79,1,2,214.23842260200001
-74.1999212297789,4.61643145062483,257.0277778,261.3102282,260.9615385,271.9296703,192,54,54,49,52,50,2,1,5,7,85,1,3,309.569740428
-74.1892680001284,4.62866188441549,256.4165103,244.2070275,247.4690352,252.6230076,236,53,50,46,48,49,2,1,5,7,84,1,3,415.818720334
-74.1134353796246,4.49012143435369,244.6153846,245.7692308,240.7692308,246.9230769,108,51,48,47,47,47,2,1,5,5,58,1,4,176.042047774
-74.0946659504338,4.73017979533279,261.5384615,255.7692308,262.3076923,265.3846154,134,55,53,51,51,52,2,1,5,11,28,1,3,425.30735871
-74.2065509097635,4.631684555418,251.8908189,251.5140643,250.5291777,251.934891,290,53,50,48,49,50,2,1,5,7,87,1,3,73.5633952561
-74.1944212001288,4.62486081302204,246.4129555,243.8461538,248.0319303,247.2293179,265,52,51,47,48,50,2,1,5,7,84,1,4,415.818720334
-74.1396614796471,4.64859807161111,264.180752,261.4507422,264.39819,267.6470588,170,56,53,51,52,54,2,1,5,8,46,1,2,249.0557781
-74.0912764298987,4.73129979243433,259.452572,261.9433198,244.7169811,255.2115385,159,52,50,46,48,49,2,1,5,11,28,1,3,425.30735871
-74.08034555974,4.74945274995522,261.7132867,260.3225806,261.7585151,270,201,56,52,51,51,53,2,1,5,11,27,1,2,206.323735184
-74.1612997101388,4.54234074188252,232.3076923,228.6252046,221.3461538,222.2363524,116,48,44,41,44,42,2,1,5,19,67,1,4,277.409159592
-74.1154763196108,4.55926370215673,245,255,251.1538462,255,103,53,52,47,49,50,2,1,5,18,54,1,3,265.825454295
-74.1382919503858,4.56197834131359,256.5244245,263.3303167,263.826391,265.9282822,253,56,53,50,51,55,2,1,5,19,69,1,3,293.036581025
-74.1853238498554,4.63054620826071,256.3223855,249.6448087,254.9866607,258.3974359,173,54,52,50,50,50,2,1,5,7,84,1,3,415.818720334
-74.2073150095576,4.62219474919233,230.6584094,242.972028,241.3461538,258.2030265,136,52,48,46,47,47,2,1,5,7,87,1,4,73.5633952561
-74.1871660699243,4.64085355131037,254.7191697,255.8527962,258.4615385,256.3224181,379,55,52,50,50,51,2,1,5,7,86,1,3,159.704707328
-74.1834817501608,4.61882806436746,246.2447897,250.3846154,255.7692308,264.2307692,198,55,51,48,49,56,2,1,5,7,81,1,3,394.125463137
-74.1345756299369,4.70813476524767,251.9230769,252.3076923,253.0769231,255.7692308,125,54,51,48,49,52,2,1,5,10,74,1,3,222.634971795
-74.120306850151,4.71401921558575,250.8670143,249.9412801,247.9565473,257.7941176,131,53,50,46,49,52,2,1,5,10,73,1,3,268.783871617
-74.1526898396375,4.5500551007488,218.3916084,239.3589744,232.5042735,233.1781377,90,49,47,44,47,45,2,1,5,19,67,1,4,277.409159592
-74.1090654099407,4.71973182379939,287.8185703,292.8577337,284.1752577,283.7440243,194,60,58,54,55,62,2,1,5,10,72,1,1,181.829807579
-74.1304785801143,4.65647361921274,296.1538462,295.3846154,305,298.8461538,75,63,64,59,57,64,2,1,5,9,112,1,1,47.9009817394
-74.1031002101786,4.74862965194737,255.7692308,268.0769231,269.6153846,272.6923077,36,57,54,52,52,56,2,1,5,11,28,1,3,425.30735871
-74.1858413396462,4.60060940528026,248.3241758,248.0769231,251.9230769,245.7692308,171,54,50,49,49,49,2,1,5,7,85,1,3,309.569740428
-74.1848119898065,4.61084563871755,263.8303477,260.952381,256.4850427,261.7384615,72,54,52,48,50,51,2,1,5,7,85,1,3,309.569740428
-74.1934149801111,4.61178712742148,245.3163405,240.5769231,240.2362358,248.007365,197,51,48,46,47,49,2,1,5,7,85,1,3,309.569740428
-74.1404361103914,4.71651354202779,257.2271914,255.493624,248.2712551,254.0363937,190,54,50,47,48,50,2,1,5,10,74,1,3,222.634971795
-74.0998345403717,4.71148302675395,251.2268389,259.7435897,246.5278758,262.9519231,109,52,50,47,49,51,2,1,5,10,29,1,3,395.72206025
-74.1586481601012,4.68893607689456,258.2975113,242.6153846,260.8561873,251.5149736,115,55,53,50,50,53,2,1,5,9,76,1,3,89.2690850317
-74.139205640336,4.67284408242581,271.5308829,278.1486934,268.1206294,273.6538462,220,57,54,51,52,58,2,1,5,9,75,1,2,276.94015566
-74.1452198396036,4.68673574731692,256.3988241,262.0174611,253.3630394,258.8208502,164,54,51,48,50,50,2,1,5,9,75,1,3,276.94015566
-74.1379954802909,4.67935941329817,256.1994302,256.1745244,257.515083,271.8952734,102,55,53,48,49,52,2,1,5,9,75,1,3,276.94015566
-74.1474234303518,4.67824515402133,253.1153846,248.1772575,257.487725,243.0995475,94,55,53,49,50,51,2,1,5,9,75,1,3,276.94015566
-74.0545277601838,4.71694138586563,274.7421809,266.7286085,267.1750663,269.9692308,116,56,54,51,52,55,2,1,5,11,19,1,2,205.381426639
-74.0573416798107,4.72307186100565,269.4201183,264.5030633,276.2240803,288.2967033,115,58,55,54,53,59,2,1,5,11,19,1,2,205.381426639
-74.049649329676,4.75918291187193,266.9230769,268.4615385,274.2307692,265.7692308,63,58,53,55,53,56,2,1,5,11,17,1,2,109.005077287
-74.0550129303873,4.74876359830694,273.2051282,275.9423077,262.2365869,278.1879461,119,55,52,52,51,55,2,1,5,11,18,1,2,175.654664276
-74.1089688096066,4.73925636899701,253.8346918,249.3502331,251.8006431,255.2621773,311,54,50,48,49,51,2,1,5,11,71,1,3,306.418065453
-74.0930360103514,4.74089928831258,260.3846154,253.8597686,254.1908092,257.4199584,231,54,50,49,50,51,2,1,5,11,28,1,3,425.30735871
-74.0936451399793,4.72587519558643,248.0769231,249.2307692,245.7692308,243.8461538,173,52,50,47,48,48,2,1,5,11,28,1,3,425.30735871
-74.0831463397092,4.7233268619417,246.2379808,252.3740053,250.9615385,247.993311,48,54,51,48,48,52,2,1,5,11,28,1,3,425.30735871
-74.0588873597161,4.72626331630333,341.9230769,344.2307692,332.6923077,337.6923077,29,66,70,64,65,70,2,1,5,11,19,3,1,205.381426639
-74.0347827902388,4.70417419332276,303.0769231,301.5384615,307.3076923,309.6153846,124,63,62,60,59,67,1,1,5,1,15,6,1,86.4054949959
-74.0346347999823,4.7072084356205,275.4072398,258.9548495,257.0111214,271.9824471,166,55,51,49,50,53,2,1,5,1,15,1,2,86.4054949959
-74.0277372495666,4.73995808412931,250,248.4615385,247.6923077,261.9418386,91,53,50,49,47,47,2,1,5,1,11,1,3,264.024478433
-74.0258344498098,4.74164159110311,251.5384615,244.6153846,250.3846154,254.6153846,100,54,50,48,48,51,2,1,5,1,11,1,3,264.024478433
-74.0279320698972,4.73464935036583,238.0769231,250,241.9230769,247.6923077,46,53,47,47,46,50,2,1,5,1,11,1,3,264.024478433
-74.1211459799327,4.47435312676589,257.4770642,263.0337886,242.5961538,258.8247863,100,52,50,45,48,47,2,1,5,5,61,1,2,14.5828530921
-74.1067038702128,4.51744307393298,250,248.4615385,249.2307692,255.7692308,46,53,49,48,49,51,2,1,5,5,57,1,3,257.824482571
-74.1119182302126,4.51228534357563,252.138009,252.4072082,250.5340343,246.464497,139,54,51,48,48,48,2,1,5,5,57,1,3,257.824482571
-74.108477689861,4.5130834689719,233.7692308,248.1103679,239.8717949,239.9498328,45,53,48,45,46,48,2,1,5,5,57,1,3,257.824482571
-74.1071127797368,4.5071718779105,243.4615385,233.0769231,244.6153846,247.6923077,82,52,50,46,48,48,2,1,5,5,57,1,4,257.824482571
-74.0929445097532,4.50913826638788,246.5384615,255.7692308,265,246.1538462,27,57,52,53,51,50,2,1,5,5,52,1,4,98.59041038
-74.0929445097532,4.50913826638788,246.5384615,255.7692308,265,246.1538462,27,57,52,53,51,50,2,1,5,5,52,1,4,98.59041038
-74.0929445097532,4.50913826638788,246.5384615,255.7692308,265,246.1538462,27,57,52,53,51,50,2,1,5,5,52,1,4,98.59041038
-74.0929445097532,4.50913826638788,246.5384615,255.7692308,265,246.1538462,27,57,52,53,51,50,2,1,5,5,52,1,4,98.59041038
-74.2007300701658,4.62554245188346,255.8055152,256.035503,255.0526316,259.5739065,95,54,52,49,51,48,2,1,5,7,84,1,3,415.818720334
-74.104448729642,4.48545622564062,230.3846154,230,233.8461538,243.4615385,115,50,46,46,46,44,2,1,5,5,59,1,4,249.869014788
-74.20424174002,4.61779185086883,248.5585586,238.8335435,231.2793235,236.6951567,141,50,46,43,45,45,2,1,5,7,87,1,3,73.5633952561
-74.1836476195864,4.63585068178025,256.3521635,255.1368197,256.2840012,259.4691672,263,54,51,50,50,50,2,1,5,7,86,1,3,159.704707328
-74.1884874602662,4.62254874122289,249.3874644,254.4134615,245.2991453,253.4168956,99,52,48,47,48,51,2,1,5,7,84,1,3,415.818720334
-74.1095795597952,4.50816133305895,249.4840525,257.5993238,245.745405,248.1034483,113,53,50,47,48,47,2,1,5,5,57,1,3,257.824482571
-74.1078128098883,4.49863536078673,263.5502959,256.5384615,250,268.4615385,52,53,50,48,49,50,2,1,5,5,58,1,3,176.042047774
-74.1052493199013,4.47759327792747,233.5576923,232.6923077,234.2307692,246.1538462,51,51,46,45,46,45,2,1,5,5,61,1,4,14.5828530921
-74.1093045899783,4.53314736540137,245.8076923,255.5953635,245.9507347,249.7435897,89,53,51,46,47,48,2,1,5,5,56,1,3,125.347688223
-74.0739691498683,4.61848774321291,301.5384615,295,302.3076923,331.1538462,18,62,63,57,59,63,1,1,5,13,101,4,1,115.892692369
-74.175465300448,4.61728809009728,301.1538462,304.2307692,301.9230769,302.3076923,56,61,62,59,59,62,1,1,5,8,48,4,1,342.204666539
-74.1561152496649,4.60617024305243,256.9230769,238.4615385,273.8461538,276.1538462,6,57,56,52,52,61,1,1,5,8,48,5,4,342.204666539
-74.0671627802506,4.65772227625797,260.7692308,253.0769231,251.9230769,282.6923077,5,50,57,46,47,55,1,1,5,12,98,4,2,198.262433299
-74.056934210286,4.75236918170738,299.2307692,290,291.1538462,315,19,59,57,56,56,73,1,1,5,11,18,4,1,175.654664276
-74.1184512002686,4.62222949404966,261.5384615,259.2307692,288.4615385,278.0769231,19,60,57,56,56,63,1,1,5,16,43,4,3,233.05811403
-74.078949399922,4.62970379635735,282.6923077,297.6923077,303.4615385,280,27,61,61,60,57,72,1,1,5,13,101,4,2,115.892692369
-74.0689234099355,4.6178050589036,320.3846154,319.6153846,311.5384615,307.3076923,62,64,63,60,60,69,1,1,1,3,91,4,1,40.214988777
-74.1724326697955,4.63320807085126,263.0769231,263.0769231,270,286.1538462,9,55,54,55,52,54,1,1,5,8,82,4,3,548.796445738
-74.1300217796058,4.56074962831316,273.0769231,268.4615385,266.1538462,288.0769231,24,55,56,50,52,53,1,1,5,6,62,4,2,176.315694126
-74.1950638396117,4.62113460312269,257.6923077,253.8461538,254.6153846,263.8461538,26,54,51,49,50,50,1,1,5,7,84,4,3,415.818720334
-74.1220619803498,4.56922829378796,284.6153846,268.0769231,266.5384615,291.5384615,54,55,55,51,52,54,1,1,5,18,53,4,2,356.98615353
-74.0969536297808,4.59550561212864,301.9230769,301.9230769,293.8461538,311.1538462,46,62,59,57,56,62,1,1,5,14,37,4,1,224.909701485
-74.0905523096263,4.64764469582547,311.1538462,305.7692308,311.9230769,310,60,63,62,62,60,70,1,1,1,13,106,4,1,175.156915276
-74.1438676604037,4.55054527159807,263.0769231,265.3846154,292.6923077,278.8461538,33,61,59,57,57,59,1,1,5,19,67,4,2,277.409159592
-74.1214140596713,4.70551395566315,299.6153846,288.4615385,303.8461538,309.2307692,79,63,63,58,58,64,1,1,5,10,73,4,1,268.783871617
-74.0427946702218,4.79786658463413,325.3846154,324.2307692,325.3846154,330.3846154,11,64,68,64,61,75,1,1,5,11,2,4,1,1.36889875031
-74.1119321100821,4.74854833714281,285.3846154,300,290.7692308,305.7692308,26,62,59,54,56,63,1,1,5,11,71,4,1,306.418065453
-74.0728130800814,4.61743113201128,297.6923077,283.4615385,317.3076923,316.5384615,26,64,66,62,60,69,1,1,5,13,101,4,1,115.892692369
-74.104502480337,4.5820431897985,302.6923077,304.6153846,310,305.7692308,39,62,63,61,61,65,1,1,5,18,39,4,1,226.849943649
-74.0408509504072,4.73216005066461,322.3076923,310.7692308,312.3076923,305.7692308,62,64,62,62,60,68,1,1,5,1,13,4,1,152.267740971
-74.0553619402482,4.65851118901414,347.6923077,320,343.0769231,335.7692308,79,68,70,67,65,82,1,1,3,2,97,4,1,62.2349627659
-74.1393020798717,4.64174653200239,293.0769231,277.3076923,276.1538462,279.6153846,52,58,55,53,53,61,1,1,5,8,46,4,2,249.0557781
-74.1059519596587,4.6767076866631,320.3846154,301.5384615,308.8461538,321.9230769,56,64,61,61,60,65,1,1,1,10,31,4,1,211.322992578
-74.0600755604441,4.75722241100773,319.6153846,315.3846154,295.7692308,313.8461538,19,59,59,58,57,70,1,1,5,11,17,4,1,109.005077287
-74.0671299297589,4.64261293883723,243.0769231,290.7692308,265.3846154,293.4615385,23,57,52,50,51,60,1,1,5,13,100,4,2,144.564855749
-74.1944429097143,4.6239917072111,259.6153846,256.9230769,255.7692308,261.1538462,83,54,54,47,50,50,1,1,5,7,84,4,3,415.818720334
-74.0523255402647,4.64762588069902,328.0769231,342.3076923,334.6153846,340,40,67,68,65,65,75,1,1,1,2,90,4,1,130.403680685
-74.0775217604416,4.67256723130519,307.6923077,305.3846154,300.3846154,299.6153846,47,62,61,58,58,64,1,1,5,12,22,4,1,293.179189433
-74.1038324098986,4.5696080324173,301.9230769,295.7692308,305.7692308,315.3846154,102,63,61,60,59,66,1,1,5,18,36,4,1,235.877289564
-74.1295696799812,4.59875974617922,303.4615385,297.6923077,297.6923077,298.8461538,135,62,60,56,58,66,1,1,5,16,41,4,1,225.660695821
-74.0858819298366,4.68559901131638,288.4615385,285.3846154,278.4615385,284.2307692,45,59,57,53,53,58,1,1,1,10,26,4,2,234.204297324
-74.1033481200441,4.66829824493976,314.2307692,310.3846154,306.9230769,314.6153846,129,63,61,60,59,69,1,1,5,10,105,4,1,15.2376041138
-74.0704773399685,4.66377323138877,287.6923077,293.0769231,303.0769231,311.1538462,56,63,61,59,58,65,1,1,5,12,98,4,1,198.262433299
-74.1004847903817,4.58969646592731,289.6153846,267.3076923,273.8461538,278.8461538,53,58,54,53,53,58,1,1,5,15,38,4,2,217.137387873
-74.1107830399679,4.61041351376678,281.9230769,299.2307692,300.3846154,310,90,62,61,58,58,64,1,1,5,16,40,4,2,237.134316238
-74.0998143902615,4.57034595179606,249.6153846,258.4615385,260.3846154,262.3076923,44,55,53,50,49,56,1,1,5,18,32,4,2,238.093314977
-74.0715996896946,4.59716117926449,282.3076923,280.3846154,278.0769231,291.5384615,47,58,56,54,53,60,1,1,5,17,94,4,2,116.952210302
-74.119802020317593,4.56975186294535,255.3846154,266.9230769,250.7692308,251.9230769,29,54,51,46,49,52,1,1,5,18,53,5,3,356.98615353
-74.0945211698578,4.60944874706502,282.3076923,289.2307692,303.8461538,298.8461538,58,62,63,59,59,61,1,1,5,14,102,4,2,115.75098835
-74.0436264499878,4.79534942340839,311.5384615,307.6923077,306.5384615,317.3076923,100,62,61,59,60,71,1,1,5,11,2,4,1,1.36889875031
-74.0876823297358,4.54333970476476,253.8461538,241.9230769,256.9230769,261.5384615,38,55,52,49,49,53,1,1,5,4,50,4,3,265.121012922
-74.099050010193,4.70802201136365,297.3076923,292.6923077,301.1538462,300.3846154,45,62,61,59,57,66,1,1,1,10,29,4,1,395.72206025
-74.0801127200116,4.6625423997233,314.6153846,314.2307692,317.6923077,317.3076923,131,64,65,62,61,70,1,1,5,12,22,4,1,293.179189433
-74.0765205997355,4.63386525334938,300.3846154,291.1538462,292.3076923,315.7692308,43,61,58,56,56,67,1,1,5,13,100,4,1,144.564855749
-74.0738787595878,4.63431791024828,324.6153846,310.7692308,316.9230769,311.9230769,186,64,64,62,61,71,1,1,5,13,101,4,1,115.892692369
-74.125134770187,4.66516547714047,313.0769231,271.5384615,271.5384615,260.3846154,20,55,55,54,52,58,1,1,5,9,114,4,2,150.660579059
-74.0735911702378,4.59515519013082,285.3846154,288.8461538,276.5384615,287.6923077,22,59,57,54,51,56,1,1,5,17,94,4,2,116.952210302
-74.0526625198874,4.64983790543567,333.4615385,315,326.9230769,338.4615385,56,66,67,61,64,76,1,1,5,2,90,4,1,130.403680685
-74.0726847799976,4.65931753686575,273.4615385,272.3076923,277.3076923,281.9230769,67,57,56,53,55,58,1,1,1,12,98,4,2,198.262433299
-74.0963556599237,4.5752768820664,307.6923077,309.6153846,308.8461538,315.3846154,36,63,64,59,60,65,1,1,5,18,36,4,1,235.877289564
-74.1089691599496,4.58167347331391,318.4615385,301.9230769,308.0769231,303.4615385,55,64,64,59,59,63,1,1,5,18,39,4,1,226.849943649
-74.0542780797388,4.66546605139323,311.5384615,322.6923077,314.6153846,337.6923077,13,63,61,61,61,80,1,1,1,2,97,4,1,62.2349627659
-74.0293678795551,4.7463344698462,317.3076923,301.5384615,317.3076923,302.3076923,21,65,60,65,59,78,1,1,1,1,10,4,1,49.3969468097
-74.0897026003856,4.57625493961532,272.3076923,289.6153846,296.5384615,300,73,62,58,59,56,66,1,1,5,4,33,4,2,199.075121954
-74.0955849296644,4.60172877996087,285.3846154,282.6923077,270.7692308,292.6923077,34,56,55,52,53,56,1,1,5,14,37,4,2,224.909701485
-74.0467558202132,4.77277508592485,323.8461538,310.3846154,326.1538462,317.6923077,58,65,67,62,63,77,1,1,5,11,17,4,1,109.005077287
-74.0988106998996,4.58212299088894,248.0769231,256.5384615,246.5384615,250,26,53,52,44,48,50,1,1,5,15,35,4,3,232.01141615
-74.0926009104452,4.57459692779108,280,273.8461538,286.5384615,293.8461538,88,61,57,55,55,61,1,1,5,4,33,4,2,199.075121954
-74.076712060367,4.62495583810808,321.9230769,306.5384615,301.9230769,312.6923077,25,61,62,57,59,68,1,1,1,13,101,4,1,115.892692369
-74.1061404199171,4.66522734238927,179.2307692,250.3846154,242.3076923,292.6923077,2,56,49,39,47,57,1,1,1,10,105,4,3,15.2376041138
-74.0975492900693,4.58883155791847,299.2307692,293.0769231,284.2307692,300,34,60,57,54,55,61,1,1,5,15,38,4,1,217.137387873
-74.0760568202156,4.59694039780318,332.6923077,315.3846154,321.5384615,326.9230769,139,65,66,62,63,68,1,1,5,17,94,4,1,116.952210302
-74.0412059502345,4.75028214044517,316.1538462,308.4615385,312.3076923,316.9230769,41,65,61,61,60,71,1,1,1,1,10,4,1,49.3969468097
-74.1416195302854,4.58996432977778,278.4615385,289.2307692,276.1538462,298.8461538,28,57,54,53,56,58,1,1,5,6,42,4,2,219.024920058
-74.1197651399836,4.62108701108257,329.6153846,323.8461538,330.7692308,326.1538462,65,66,69,64,64,71,1,1,5,16,43,4,1,233.05811403
-74.0640336902995,4.66652163355631,278.8461538,292.3076923,293.8461538,287.3076923,21,61,59,56,57,65,1,1,5,12,98,4,2,198.262433299
-74.1130003704483,4.5846582788668,326.5384615,336.5384615,330,356.1538462,39,67,70,63,64,66,1,1,5,18,39,4,1,226.849943649
-74.113643849856,4.5888502268577,280.7692308,278.4615385,287.3076923,290.3846154,98,61,58,56,54,60,1,1,1,15,38,4,2,217.137387873
-74.1301335803328,4.56645876863728,298.4615385,290,300,295.3846154,67,63,61,58,57,63,1,1,5,6,62,4,1,176.315694126
-74.0596502997852,4.7577992041091,313.4615385,310,318.4615385,335.3846154,46,64,66,61,61,72,1,1,5,11,17,4,1,109.005077287
-74.1543612297838,4.61922462975353,270.7692308,265.7692308,274.6153846,266.9230769,36,57,54,54,54,57,1,1,5,8,48,4,2,342.204666539
-74.1333609199248,4.59497619767482,253.8461538,240.3846154,273.0769231,249.2307692,8,58,55,52,53,56,1,1,5,16,41,4,3,225.660695821
-74.1507395800877,4.60866178885696,284.2307692,270,295,294.6153846,62,61,61,56,57,62,1,1,5,8,48,4,2,342.204666539
-74.0752726897872,4.65073534437391,302.6923077,299.2307692,305.3846154,311.1538462,83,64,61,59,58,68,1,1,5,13,100,4,1,144.564855749
-74.0494080700384,4.6645527703054,326.5384615,317.6923077,327.3076923,332.3076923,50,65,67,64,63,74,1,1,3,2,88,4,1,91.5624103635
-74.0587686698092,4.64958366918336,332.3076923,320,308.4615385,328.4615385,90,64,62,60,57,73,1,1,5,2,90,4,1,130.403680685
-74.1345600603364,4.58294160455431,284.6153846,285,289.6153846,297.6923077,164,60,58,56,57,60,1,1,5,6,42,4,2,219.024920058
-74.119188959662,4.62051739270884,322.6923077,327.6923077,328.0769231,327.6923077,94,66,66,63,63,79,1,1,5,16,43,4,1,233.05811403
-74.1477406596146,4.56245297481583,243.0769231,270,270,275.7692308,32,58,56,50,52,54,1,1,5,19,66,4,3,426.716438139
-74.1368471297272,4.59125835116569,283.8461538,291.1538462,293.4615385,287.6923077,101,61,58,59,56,61,1,1,5,6,42,6,1,219.024920058
-74.0980302902932,4.57802241986273,298.4615385,294.2307692,297.6923077,308.0769231,58,63,59,57,58,63,1,1,5,18,36,4,1,235.877289564
-74.1677135797578,4.58819301167028,276.1538462,275.3846154,277.3076923,274.6153846,108,59,55,53,54,58,1,1,5,19,69,4,2,293.036581025
-74.0958861204062,4.69932327017533,290.3846154,269.2307692,287.3076923,280.3846154,31,59,57,56,56,63,1,1,5,10,29,4,2,395.72206025
-74.1173473001418,4.66602784761439,368.0769231,359.6153846,365.7692308,353.8461538,45,73,75,71,70,84,1,1,5,9,114,4,1,150.660579059
-74.0571504599277,4.76635804563966,281.5384615,270.7692308,283.8461538,301.9230769,14,62,53,56,53,66,1,1,5,11,17,4,2,109.005077287
-74.130625499579,4.63228057586075,296.1538462,301.9230769,283.8461538,311.9230769,31,60,56,54,55,63,1,1,5,8,113,4,1,75.7247030708
-74.0928191597367,4.70479565538025,296.5384615,260,282.3076923,283.0769231,14,58,58,55,54,59,1,1,5,10,29,4,2,395.72206025
-74.0916849899782,4.68805751340363,283.8461538,264.2307692,261.9230769,300,30,57,52,49,50,57,1,1,5,10,26,4,2,234.204297324
-74.1324849897593,4.56592872555462,273.0769231,265.3846154,284.6153846,296.1538462,23,59,57,55,56,59,1,1,5,6,62,4,2,176.315694126
-74.0732754097205,4.59772408007918,256.5384615,245,236.9230769,250.7692308,24,50,49,44,47,46,1,1,5,17,94,4,3,116.952210302
-74.0919401896723,4.55108462472156,282.6923077,288.4615385,295,296.9230769,65,61,61,57,57,59,1,1,5,4,50,4,2,265.121012922
-74.1599554998938,4.62203434744662,258.0769231,269.6153846,262.6923077,262.6923077,27,57,53,49,51,53,1,1,5,8,47,4,2,285.522465006
-74.0966238600366,4.58224226403796,281.1538462,280,280.3846154,291.9230769,38,60,55,54,55,57,1,1,5,15,35,4,2,232.01141615
-74.0921975596961,4.61235959303186,308.4615385,306.1538462,317.6923077,308.0769231,110,65,66,61,61,67,1,1,1,14,102,4,1,115.75098835
-74.1300462200698,4.56585552671027,291.9230769,276.1538462,277.3076923,289.2307692,70,58,59,51,53,58,1,1,5,6,62,4,2,176.315694126
-74.0460647498584,4.80062183680271,303.4615385,278.0769231,256.9230769,281.1538462,13,55,53,46,48,62,1,1,5,11,2,4,2,1.36889875031
-74.1383892900334,4.67466893144602,308.8461538,313.8461538,311.9230769,311.9230769,108,64,63,60,61,67,1,1,5,9,75,4,1,276.94015566
-74.0729053298746,4.59799043301973,260.7692308,282.6923077,270.7692308,280.7692308,20,58,55,52,52,53,1,1,5,17,93,4,2,79.8093059287
-74.0885991503148,4.626459731267,321.5384615,301.9230769,325.7692308,333.0769231,12,64,65,66,63,73,1,1,5,13,107,4,1,155.780813293
-74.1568225903061,4.60855606142808,306.9230769,300.7692308,296.9230769,308.0769231,139,62,60,57,57,64,1,1,5,8,48,4,1,342.204666539
-74.1209907699162,4.58015805781201,285,290.3846154,301.9230769,302.6923077,95,62,62,58,59,62,1,1,5,18,39,4,2,226.849943649
-74.0937284398572,4.54994064711799,270.3846154,283.0769231,289.2307692,271.1538462,42,61,59,56,56,56,1,1,5,4,50,4,2,265.121012922
-74.0883091498865,4.57968277877744,258.0769231,261.5384615,265.3846154,276.1538462,30,57,52,51,51,57,1,1,5,4,33,4,3,199.075121954
-74.0655540502903,4.61020668778291,290.3846154,277.3076923,290.3846154,280.3846154,54,60,60,55,57,59,1,1,5,3,92,4,2,167.060001851
-74.0671594897217,4.64798398939642,351.9230769,331.1538462,337.3076923,342.3076923,62,67,69,66,66,73,1,1,5,13,100,4,1,144.564855749
-74.1270701796869,4.59831855130274,319.2307692,312.6923077,320.3846154,315.3846154,26,65,64,64,62,68,1,1,5,16,41,4,1,225.660695821
-74.0578613902368,4.76563068904204,326.1538462,301.5384615,308.8461538,323.4615385,64,63,62,59,59,74,1,1,5,11,17,4,1,109.005077287
-74.1406225799831,4.59287868401382,265,266.5384615,262.3076923,279.6153846,38,55,51,52,51,55,1,1,5,6,42,4,2,219.024920058
-74.1496781702739,4.62731199718715,306.9230769,303.4615385,321.5384615,314.6153846,54,65,65,63,62,71,1,1,5,8,47,4,1,285.522465006
-74.1092306298844,4.609791608352,291.5384615,267.3076923,281.5384615,281.1538462,24,58,59,52,55,60,1,1,5,16,40,4,2,237.134316238
-74.1067768700077,4.66809615880561,330.7692308,334.6153846,329.2307692,323.0769231,14,68,67,63,63,73,1,1,5,10,31,4,1,211.322992578
-74.1076619099885,4.66144109621504,296.9230769,301.9230769,301.9230769,309.6153846,154,62,63,57,59,62,1,1,3,10,105,4,1,15.2376041138
-74.0988761996603,4.59187356329771,294.2307692,298.8461538,291.1538462,321.9230769,50,62,62,54,54,61,1,1,5,15,38,4,1,217.137387873
-74.0859522796015,4.59281768906627,308.0769231,309.6153846,306.9230769,300,60,63,63,58,60,66,1,1,5,3,95,4,1,251.612276302
-74.1357835801264,4.62632986413091,305.7692308,302.3076923,312.6923077,313.0769231,127,64,64,60,60,69,1,1,5,8,44,4,1,222.023079759
-74.1134967597114,4.58172503659962,278.0769231,296.1538462,272.6923077,285,58,57,56,51,53,58,1,1,5,18,39,4,2,226.849943649
-74.0709918500475,4.62978589234199,333.4615385,320,311.1538462,325.7692308,129,64,61,61,60,71,1,1,5,13,101,4,1,115.892692369
-74.0903915596995,4.69895391772327,303.4615385,295.7692308,304.2307692,311.9230769,224,63,61,60,58,65,1,1,5,10,29,4,1,395.72206025
-74.0748568901849,4.59482780285159,313.4615385,296.1538462,306.1538462,300,49,62,63,58,60,67,1,1,5,17,94,4,1,116.952210302
