"COD_DANE12","COLEGIO_SE","X","Y","P_Puntaje_2021","EVALUADOS_2021","Sector","CALENDARIO","GENERO","COD_LOCA","NATU_JUR","CLASE_TIPO","Categoria","Thombre_aprob","Tmujer_aprob","Thombre","Tmujer","ESTRATO","DENSITY","P_Puntaje_2019","EVALUADOS_2019","P_Puntaje_2020","EVALUADOS_2020","P_Puntaje_2022","EVALUADOS_2022"
311001094403,"COLEGIO REUVEN FEUERSTEIN",-8247460.6444,529771.729499999,362.6923077,23,1,1,5,11,15,1,1,88.88,91.38,1.68,0.95,2,206.323735184,355,21,346.1538462,18,361.9230769,15
311001094420,"GIMNASIO CRISTIANO LUZ Y VIDA",-8255757.8281,516698.493900001,294.6153846,19,1,1,5,8,13,1,2,85.22,88.65,0.77,0.71,2,548.796445738,287.3076923,18,273.0769231,13,286.9230769,27
311001094683,"GIMNASIO CRISTIANO SHEKINAH",-8244656.532,518986.651900001,275.3846154,17,1,1,5,12,13,1,2,86.15,87.97,2.14,2.55,3,198.262433299,271.5384615,13,272.3076923,16,273.4615385,9
311001094730,"INSTITUTO SAN FRANCISCO",-8254177.5956,508650.1428,243.8461538,61,1,1,5,19,15,1,4,88.91,90.92,0.5,0.35,2,426.716438139,236.1538462,58,244.2307692,41,265,42
311001094811,"COLEGIO LUIS MARIANO",-8253213.7625,525071.997699998,256.9230769,20,1,1,5,10,13,1,3,92.34,94.37,1.38,0.86,2,222.634971795,256.9230769,29,265.7692308,31,265.3846154,23
311001094942,"CENTRO DE EDUCACION FORMAL ROBERT HOOKE",-8251429.0929,509817.924,220.7692308,96,1,1,5,18,13,1,5,85.55,88.15,2.43,1.92,3,226.849943649,226.1538462,0,230,0,221.1538462,113
311001094993,"COLEGIO MAYOR DE GALES",-8250340.7813,524980.620099999,264.6153846,33,1,1,5,10,13,1,2,88.37,90.06,0.65,0.54,3,268.783871617,275,41,269.2307692,30,268.8461538,26
311001095001,"COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI",-8250250.0559,523146.296,290.7692308,20,1,1,5,10,13,1,2,86.17,87.71,1.45,1.31,3,268.675374031,280,16,276.9230769,17,295.3846154,14
311001095191,"COLEGIO SAN SIMON",-8244057.9515,529671.806200001,281.5384615,25,1,1,5,11,15,1,1,85.16,85.75,2.36,1.58,3,175.654664276,307.3076923,21,306.5384615,23,295,27
311001095469,"GIMNASIO PSICOPEDAGOGICO SUBA",-8248813.6749,528069.984900001,281.1538462,40,1,1,5,11,13,1,2,89.36,91.61,2.38,1.86,2,425.30735871,281.1538462,32,277.6923077,46,295,41
311001095523,"COLEGIO MAYOR DEL QUIROGA",-8250598.2844,510423.315699998,263.8461538,21,1,1,5,18,13,1,2,85.55,88.15,2.43,1.92,3,226.849943649,292.3076923,11,279.2307692,19,289.6153846,25
311001096074,"LICEO EMPRESARIAL DEL CAMPO",-8250093.9325,529415.7399,283.8461538,17,1,1,5,11,15,1,2,88.41,91.53,1.65,1.17,2,306.418065453,285,33,291.9230769,13,281.9230769,10
311001096171,"LICEO PSICOPEDAGOGICO EL CARMELO",-8257374.9074,515683.496599998,230,34,1,1,5,7,13,1,5,90.04,91.9,1.72,1.39,2,415.818720334,216.8610422,0,217.3076923,30,228.0769231,43
311001096228,"LICEO SAN LEON MAGNO",-8252205.4818,524920.260400001,250.7692308,27,1,1,5,10,15,1,2,92.34,94.37,1.38,0.86,2,222.634971795,253.0769231,21,258.8461538,40,244.6153846,26
311001096309,"LICEO MARIA NELL",-8249786.428,502492.486299999,306.1538462,24,1,1,5,5,13,1,1,88.12,90.7,1.22,0.92,2,257.824482571,286.5384615,14,299.6153846,18,290.7692308,33
311001096414,"LICEO CULTURAL LOPEZ OSORIO",-8259697.6231,515110.6129,248.8461538,87,1,1,5,7,13,1,4,90.04,91.9,1.72,1.39,2,415.818720334,252.6923077,77,237.6923077,67,251.5384615,83
311001096465,"LICEO TECNICO MICROEMPRESARIAL FEYSER GORDILLO ROJAS",-8250089.8126,507790.967799999,228.0769231,37,1,1,5,18,13,1,4,91.25,93.89,0.77,0.98,2,265.825454295,215.3846154,39,240.3846154,24,249.6153846,21
311001096783,"COLEGIO MOUNT VERNON",-8242439.1479,534696.504700001,318.0769231,11,1,1,5,11,15,1,1,0,0,0,0,6,1.36889875031,316.5384615,8,311.5384615,11,308.8461538,10
311001097038,"COLEGIO ARIEL DAVID",-8249220.0979,501840.564199999,258.4615385,10,1,1,5,5,13,1,2,86.81,89.78,1.24,1.03,2,176.042047774,264.6153846,12,277.6923077,7,300.3846154,7
311001097071,"COLEGIO MODERNO ENGATIVA",-8252779.5664,524321.4965,284.2307692,20,1,1,5,10,13,1,2,92.34,94.37,1.38,0.86,2,222.634971795,266.9230769,29,285.7692308,17,253.0769231,19
311001097259,"COLEGIO CATOLICO DE LA SABANA",-8251617.1405,525800.093199998,295.7692308,20,1,1,5,10,13,1,1,88.37,90.06,0.65,0.54,3,268.783871617,303.4615385,25,322.3076923,20,312.6923077,23
311001097500,"LICEO ARKADIA COLOMBIA",-8250282.9653,529247.456599999,270.7692308,57,1,1,5,11,15,1,3,88.41,91.53,1.65,1.17,2,306.418065453,271.9230769,57,271.1538462,54,280.7692308,33
311001097569,"LICEO LATINOAMERICANO DEL SUR",-8249435.4788,502489.718499999,270.3846154,37,1,1,5,5,13,1,2,88.12,90.7,1.22,0.92,2,257.824482571,266.5384615,28,273.8461538,33,271.1538462,29
311001097615,"LICEO ERNESTO CARDENAL",-8260233.7722,513843.1952,259.2307692,58,1,1,5,7,13,1,3,87.89,89.97,0.63,0.58,2,309.569740428,257.6923077,49,251.9230769,80,267.6923077,65
311001097640,"LICEO NUEVOS HORIZONTES",-8258471.8663,515842.694800001,292.3076923,29,1,1,5,7,13,1,2,90.04,91.9,1.72,1.39,2,415.818720334,286.1538462,26,281.9230769,27,293.8461538,30
311001097658,"LICEO MANUEL ELKIN PATARROYO",-8260576.0118,514094.227600001,304.2307692,26,1,1,5,7,13,1,2,87.89,89.97,0.63,0.58,2,309.569740428,303.4615385,22,298.4615385,19,304.6153846,44
311001097674,"LICEO OCTAVIO PAZ",-8258879.8111,515779.863699999,272.3076923,19,1,1,5,7,15,1,3,90.04,91.9,1.72,1.39,2,415.818720334,273.8461538,19,246.5384615,12,270.7692308,24
311001098026,"GIMNASIO BOSQUES DEL NOGAL",-8250285.1905,528477.786699999,259.2307692,12,1,1,5,11,13,1,2,88.41,91.53,1.65,1.17,2,306.418065453,287.6923077,4,257.3076923,14,272.6923077,9
311001098531,"COLEGIO DIDASCALIO NUESTRA SEÑORA DE LA ESPERANZA",-8257118.0755,510035.071600001,300.3846154,10,1,1,5,19,3,1,2,84.64,88.63,2.12,1.45,1,293.036581025,263.0769231,6,272.3076923,9,273.8461538,13
311001098603,"GIMNASIO PSICOPEDAGOGICO MARIA ISABEL",-8252418.1354,515677.4978,300.7692308,41,1,1,5,8,13,1,1,83.14,88.04,0.68,0.45,3,222.023079759,301.1538462,30,290.3846154,43,314.6153846,38
311001098671,"COLEGIO GEORGE WASHINGTON SCHOOL",-8240979.3409,530742.4518,276.9230769,33,1,1,5,1,13,1,2,83.7,86.9,0.4,0.31,2,270.694567329,288.0769231,22,288.0769231,35,290,25
311001098701,"GIMNASIO LAS PALMAS",-8240948.7491,530818.7839,328.8461538,25,1,1,5,1,15,1,1,83.7,86.9,0.4,0.31,2,270.694567329,320.3846154,24,306.1538462,16,306.1538462,16
311001099308,"COLEGIO SAGRADO CORAZON",-8257488.7271,515133.267099999,283.0769231,43,1,1,5,8,13,1,2,80.82,83.88,1.97,1.42,3,285.522465006,268.4615385,45,273.4615385,19,281.1538462,35
311001099391,"LICEO EL CASTILLO",-8254334.2099,517525.083700001,263.0769231,7,1,1,5,8,13,1,3,83.76,86.76,1.54,1.09,2,249.0557781,270.7692308,28,290,10,250.7692308,16
311001099723,"GIMNASIO NUEVO REINO",-8250800.4339,520008.026799999,300.7692308,18,1,1,5,9,13,1,1,93.02,92.11,0,0,4,150.660579059,312.6923077,11,291.5384615,19,301.5384615,11
311001100233,"GIMNASIO KAIPORE CENTRO DE DESARROLLO TEMPRANO",-8245882.1919,523824.1516,264.6153846,5,1,1,5,11,13,1,1,78.8,85.4,2.6,0.78,4,64.3594473694,310,6,280.7692308,9,283.4615385,13
311001100829,"COLEGIO REAL DE COLOMBIA",-8251335.7025,524987.5077,271.1538462,45,1,1,5,10,13,1,2,88.37,90.06,0.65,0.54,3,268.783871617,283.4615385,50,266.1538462,59,275.3846154,51
311001100985,"COLEGIO BILINGUE RICHMOND",-8242537.807,535077.7623,339.2307692,46,1,3,5,11,13,1,1,0,0,0,0,6,1.36889875031,341.5384615,54,333.0769231,40,344.2307692,44
311001100993,"COLEGIO ARCA INTERNACIONAL BILINGÜE",-8246077.2759,529548.026700001,321.9230769,7,1,3,5,11,15,1,1,88.88,91.38,1.68,0.95,4,206.323735184,340.7692308,14,310.3846154,5,335.3846154,11
311001101396,"LICEO NORMANDIA",-8249934.995,520978.583900001,275.7692308,35,1,1,5,10,13,1,2,85.69,90.75,1.54,0.83,4,211.322992578,286.5384615,34,276.1538462,29,286.1538462,33
311001101531,"LICEO CAMPESTRE DE HARVARD",-8245250.9001,527957.403299998,253.0769231,18,1,1,5,11,16,1,2,94.62,92.13,0.54,1.69,7,86.8547095276,268.4615385,27,271.5384615,26,282.3076923,16
311001101574,"COLEGIO GIMNASIO ROMANO MIXTO",-8248824.4217,527743.002799999,247.6923077,6,1,1,5,11,13,1,3,89.36,91.61,2.38,1.86,2,425.30735871,241.5384615,14,264.2307692,3,252.6923077,5
311001101663,"LICEO DE CIENCIA Y CULTURA HARVARD",-8248295.4537,530116.434300002,290,46,1,1,5,11,13,1,2,88.88,91.38,1.68,0.95,2,206.323735184,283.8461538,43,273.4615385,45,279.2307692,63
311001101850,"COLEGIO DOMINGO SAVIO BILINGUAL SCHOOL",-8249638.8083,511029.5066,305,67,1,1,5,18,13,1,1,85.55,88.15,2.43,1.92,3,226.849943649,302.3076923,57,307.6923077,52,318.4615385,81
311001102350,"UNIDAD EDUCATIVA PRADOS DE ALAMEDA",-8256237.8099,523448.4965,258.4615385,14,1,1,5,9,2,1,3,83.49,83.78,0.77,0.75,2,89.2690850317,261.1538462,11,250.7692308,13,272.3076923,14
311001102384,"COLEGIO GRAN BRETAÑA",-8242504.8253,534159.699099999,295.3846154,14,1,3,5,11,13,1,1,0,0,0,0,7,1.36889875031,330.3846154,26,315,13,316.5384615,20
311001102619,"LICEO BILINGUE ROMULO GALLEGOS",-8249696.3772,512589.510600001,276.1538462,34,1,1,5,16,13,1,2,84.59,87.95,1.74,1.17,3,237.134316238,283.8461538,41,265.3846154,23,260.7692308,33
311001102716,"LICEO EMMANUELE MARLUI",-8253365.2929,517016.620700002,286.9230769,23,1,1,5,8,15,1,2,83.76,86.76,1.54,1.09,3,249.0557781,267.6923077,16,278.8461538,26,272.6923077,27
311001102783,"COLEGIO COLSUBSIDIO CHICALA",-8257793.7804,515440.192400001,303.8461538,150,1,1,5,7,2,1,1,90.04,91.9,1.72,1.39,7,415.818720334,305.7692308,136,293.4615385,131,303.0769231,126
311001102805,"FUNDACION COLEGIO PRINCIPIO DE SABIDURIA",-8250816.9415,511081.059900001,245,7,1,1,5,18,8,1,4,85.55,88.15,2.43,1.92,3,226.849943649,263.0769231,8,288.4615385,4,228.8461538,6
311001104549,"POLITECNICO UNIVERSAL DE CAPACITACION ""UNICAP""",-8244338.8874,518800.909499999,246.1538462,25,1,1,5,2,13,1,3,91.04,95.48,3.73,3.17,4,62.2349627659,267.3504274,0,255.7692308,0,246.9230769,24
311001104786,"COLEGIO BRITANICO SEDE TUNJUELITO",-8252888.8733,511984.640900001,240.3846154,21,1,1,5,6,15,1,4,86.13,88.07,1.35,1.34,3,219.024920058,239.6860283,0,242.6923077,0,240.3846154,20
311001104832,"COLEGIO FRANCISCO I",-8257452.0874,515798.8292,271.9230769,24,1,1,5,7,13,1,2,90.04,91.9,1.72,1.39,2,415.818720334,279.6153846,20,283.4615385,30,274.2307692,19
311001104841,"COLEGIO INETEC",-8259253.387,514053.879900001,221.1538462,30,1,1,5,7,13,1,5,87.89,89.97,0.63,0.58,2,309.569740428,224.6153846,0,220,0,220,46
311001104905,"COLEGIO CENTRO DE INSTRUCCION SISTEMATIZADA - CEIS",-8257157.6563,514206.0999,211.9230769,10,1,1,5,8,13,1,0,89.77,90.93,0.77,0.34,3,342.204666539,234.8717949,16,239.2307692,12,231.9230769,19
311001104913,"COLEGIO CENCOSISTEMAS",-8248971.084,510866.2764,245.3846154,10,1,1,5,15,13,1,5,89.95,91.17,2.27,2.12,3,217.137387873,217.4158654,0,226.5384615,57,247.3076923,19
311001105057,"POLITECNICO MAYOR ANDINO",-8253887.6974,520874.560199998,223.4615385,9,1,1,5,9,13,1,3,84.16,87.77,0.82,0.56,3,276.94015566,253.3281005,0,255,0,246.1538462,11
311001105162,"CENTRO SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS - CENPEFI",-8248726.5696,523953.562800001,223.4615385,28,1,1,5,10,13,1,5,86.17,87.71,1.45,1.31,3,268.675374031,224.4433198,0,240.3846154,48,238.0769231,31
311001105197,"INSTITUTO IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA",-8249323.2521,524369.8642,233.4615385,20,1,1,5,10,13,1,0,82.38,87.15,1.55,1.06,3,395.72206025,230.5456172,0,241.5384615,0,248.4615385,21
311001105243,"LICEO MODERNO CELESTIN FREINET",-8252384.38,524709.7212,252.6923077,17,1,1,5,10,13,1,2,92.34,94.37,1.38,0.86,2,222.634971795,266.9230769,20,280,19,264.6153846,18
311001105341,"COLEGIO REAL DE BOGOTA",-8248204.0181,522121.040100001,244.2307692,15,1,1,5,10,13,1,3,89.28,91.71,1.66,1.21,3,234.204297324,257.3076923,22,268.4615385,14,272.6923077,11
311001105375,"COLEGIO MONTESSORI BRITISH SCHOOL",-8246265.358,525513.8693,362.3076923,49,1,3,5,11,15,1,1,88.08,91.52,1.9,1.02,6,86.0076716846,370.3846154,35,350.7692308,46,357.3076923,43
311001105383,"GIMNASIO SAN ANGELO",-8242653.5136,535129.978100002,307.6923077,93,1,1,5,11,15,1,1,0,0,0,0,7,1.36889875031,310.7692308,100,308.4615385,100,309.2307692,105
311001105391,"COLEGIO TECNISISTEMAS",-8247375.2233,528216.872200001,234.6153846,164,1,1,5,11,15,1,5,88.88,91.38,1.68,0.95,4,206.323735184,237.6923077,0,236.9230769,133,241.9230769,165
311001105481,"COLEGIO EL CAMINO ACADEMY",-8242484.9448,534874.856400002,355.7692308,20,1,3,5,11,1,1,1,0,0,0,0,6,1.36889875031,352.3076923,21,349.2307692,9,350.3846154,20
311001105707,"COLEGIO CALATRAVA",-8246030.4182,529757.554400001,353.4615385,7,1,3,5,11,8,1,1,88.88,91.38,1.68,0.95,2,206.323735184,372.3076923,10,368.3173077,8,364.2307692,17
311001105766,"COLEGIO CENTRO DE APLICACION PEDAGOGICA - CEDAP",-8245580.5283,517600.258900002,286.9230769,20,1,1,5,13,13,1,0,97.02,96.37,0.32,0.34,4,144.564855749,288.0769231,0,277.3076923,9,289.6153846,15
311001105863,"CENTRO JOHANN KEPLER",-8245099.3732,518085.530200001,205,15,1,1,5,13,8,1,5,97.02,96.37,0.32,0.34,3,144.564855749,221.4230769,0,225.3846154,27,224.6153846,199
311001105979,"GIMNASIO MONSEÑOR MANUEL MARIA CAMARGO",-8248003.9057,511318.834199999,295.3846154,102,1,1,5,15,8,1,1,89.95,91.17,2.27,2.12,3,217.137387873,307.3076923,100,301.9230769,95,297.6923077,102
311001106011,"LICEO PEDAGOGICO NUESTRA SEÑORA DE LA SABIDURIA",-8251071.8008,512547.758099999,270.3846154,73,1,1,5,16,13,1,2,88.22,90.96,1.52,1.14,3,225.660695821,263.8461538,53,268.4615385,52,269.6153846,57
311001106177,"INSTITUTO ANDRE MICHELIN",-8248294.5064,509987.288400002,216.9230769,100,1,1,5,18,13,1,5,86.88,91.34,1.16,0.9,3,235.877289564,210.9471366,0,211.9230769,86,214.2307692,98
311001106401,"COLEGIO CHARLES BABBAGGE",-8254643.3597,514834.608399998,222.6923077,8,1,1,5,8,13,1,3,80.82,83.88,1.97,1.42,3,285.522465006,251.0839161,0,267.3076923,0,234.6153846,12
311001106428,"LICEO AMERICANO MI GRAN CASA AZUL",-8250852.1919,519967.756200001,307.3076923,69,1,1,5,9,13,1,1,93.02,92.11,0,0,4,150.660579059,297.3076923,36,313.4615385,48,305.3846154,72
311001106606,"COLEGIO BRITANICO SEDE KENNEDY",-8254757.0626,515235.331099998,242.6923077,51,1,1,5,8,15,1,4,80.82,83.88,1.97,1.42,3,285.522465006,241.2745649,0,247.3076923,82,241.5384615,41
311001106622,"CENTRO DE EDUCACION ROBERT HOOKE",-8254471.3956,514851.5517,218.4615385,10,1,1,5,8,13,1,4,80.82,83.88,1.97,1.42,3,285.522465006,236.5384615,0,231.1538462,0,216.9230769,7
311001106649,"CENTRO PANAMERICANO DE CAPACACITACION",-8247522.5992,521631.3706,217.3076923,27,1,1,5,10,15,1,5,89.28,91.71,1.66,1.21,3,234.204297324,238.6556777,0,222.3076923,22,235.3846154,58
311001106690,"COLEGIO INSCAP",-8248207.8197,528314.316100001,244.2307692,33,1,1,5,11,15,1,5,89.36,91.61,2.38,1.86,2,425.30735871,227.4745475,68,240.3846154,51,225.3846154,27
311001106711,"COLEGIO BOSTON",-8245525.6489,515199.705699999,240,18,1,1,5,13,13,1,4,0,0,0,0,4,115.892692369,245.9340659,0,256.5384615,45,254.2307692,9
311001106720,"CENTRO PANAMERICANO DE CAPACACITACION",-8249131.9752,510643.4639,232.3076923,31,1,1,5,15,13,1,5,89.95,91.17,2.27,2.12,3,217.137387873,233.2191781,0,233.4615385,54,239.6153846,31
311001107165,"LICEO MODERNO BETANIA",-8257661.2423,515550.337299999,259.2307692,40,1,1,5,7,13,1,2,90.04,91.9,1.72,1.39,2,415.818720334,270.7692308,26,256.9230769,59,278.0769231,29
311001107190,"COLEGIO SAN NICOLAS DE TOLENTINO",-8247783.1681,526963.538800001,261.9230769,44,1,1,5,11,13,1,2,89.36,91.61,2.38,1.86,2,425.30735871,273.0769231,49,278.4615385,44,273.4615385,49
311001107271,"GIMNASIO YACARD",-8244262.6391,530272.625100002,299.6153846,11,1,3,5,11,13,1,1,0,0,0.93,1.55,5,109.005077287,321.5384615,17,311.1538462,13,294.2307692,10
311001107289,"GIMNASIO ALESSANDRO VOLTA",-8240748.9251,523143.414099999,353.8461538,17,1,3,5,1,5,1,1,0,0,0,0,6,84.50310014,348.8461538,19,367.6007326,21,364.6153846,12
311001107335,"INSTITUTO PEDAGOGICO LA REAL SOCIEDAD",-8250392.5816,502797.480099998,246.5384615,13,1,1,5,5,13,1,3,90.04,92.42,1.03,0.81,1,249.869014788,253.0769231,20,258.8461538,19,273.0769231,38
311001107513,"COLEGIO VICTORIA",-8242879.9353,534204.576099999,331.9230769,25,1,3,5,11,15,1,1,0,0,0,0,7,1.36889875031,335,24,324.6153846,24,314.6153846,31
311001107581,"GIMNASIO MODELIA REAL",-8251124.4671,520537.416499998,290,66,1,1,5,9,13,1,2,93.02,92.11,0,0,4,150.660579059,290.3846154,63,292.6923077,60,289.2307692,77
311001107629,"INSTITUTO SAN PABLO APOSTOL",-8255933.4469,509475.034699999,304.6153846,58,1,1,5,19,3,1,1,87.74,89.62,0.72,0.6,1,183.622965031,325,35,306.1538462,41,316.1538462,50
311001107637,"INSTITUTO COMERCIAL LORETO",-8256572.0812,514202.542100001,272.6923077,25,1,1,5,8,13,1,2,80.82,83.88,1.97,1.42,3,285.522465006,280.3846154,45,270.3846154,27,278.4615385,24
311001107645,"COLEGIO BILINGUE SAN JUAN DE AVILA",-8246017.1033,527517.494800001,313.0769231,66,1,1,5,11,15,1,1,94.62,92.13,0.54,1.69,6,86.8547095276,319.6153846,58,316.1538462,62,319.6153846,57
311001108137,"COLEGIO FUNDACION NUEVA GRANADA",-8243360.1119,517987.6919,257.6923077,24,1,1,5,2,8,1,2,96.53,93.22,2.08,5.08,7,130.403680685,270.3846154,29,266.1538462,29,271.9230769,22
311001108218,"GIMNASIO ISRAEL",-8255419.467,511605.9056,265,19,1,1,5,19,13,1,3,86.09,89.85,1.84,1.42,3,198.364685823,259.2307692,20,259.6153846,17,262.6923077,16
311001108340,"GIMNASIO REAL AMERICANO",-8259383.3169,515977.134500001,283.0769231,116,1,1,5,7,15,1,2,90.04,91.9,1.72,1.39,2,415.818720334,275.7692308,79,281.1538462,91,297.3076923,87
311001108471,"COLEGIO PAULO FREIRE",-8251458.567,525450.571400002,234.2307692,13,1,1,5,10,13,1,0,88.37,90.06,0.65,0.54,3,268.783871617,249.6153846,0,262.3076923,0,235.3846154,13
311001108587,"LICEO BRITANICO SUPERIOR",-8248052.6548,528266.464,215,8,1,1,5,11,13,1,5,89.36,91.61,2.38,1.86,2,425.30735871,228.9130435,0,244.6153846,15,266.9230769,6
311001108684,"COLEGIO INSTITUTO SANTIAGO DE COMPOSTELLA",-8249427.0364,528268.617600001,237.6923077,19,1,1,5,11,13,1,5,88.08,91.52,1.9,1.02,4,86.0076716846,254.7748593,0,253.4615385,29,273.0769231,23
311001108781,"GIMNASIO MODERNO SAN FRANCISCO EL TINTAL",-8255990.0962,517667.422800001,297.6923077,33,1,1,5,8,13,1,2,86.94,89.76,1.15,0.98,2,214.238422602,300,48,283.4615385,45,307.6923077,50
311001108862,"COLEGIO SAN ANGEL",-8253346.029,514795.9846,288.0769231,23,1,1,5,8,13,1,2,83.14,88.04,0.68,0.45,3,222.023079759,304.6153846,19,271.5384615,27,297.6923077,11
311001108927,"COLEGIO MILITAR ANTONIA SANTOS",-8255850.9513,514767.4595,266.5384615,15,1,1,5,8,5,1,3,80.82,83.88,1.97,1.42,3,285.522465006,253.0769231,23,248.0769231,18,256.9230769,22
311001109010,"INSTITUTO COMERCIAL LORETO",-8253711.5622,517084.980799999,278.4615385,50,1,1,5,8,13,1,2,83.76,86.76,1.54,1.09,3,249.0557781,278.4615385,57,273.4615385,57,295.3846154,54
311001109036,"COLEGIO PADRE MANYANET - BOGOTA",-8249956.6878,523004.485399999,291.1538462,39,1,1,5,10,3,1,2,86.17,87.71,1.45,1.31,3,268.675374031,291.5384615,33,284.2307692,31,299.6153846,37
311001109184,"LICEO MODERNO LEEUWENHOEK",-8251315.9879,525200.986499999,251.9230769,10,1,1,5,10,13,1,3,88.37,90.06,0.65,0.54,3,268.783871617,270.7692308,12,261.5384615,17,252.3076923,28
311001109206,"LICEO SAN RAFAEL DE ALICANTE",-8248388.4378,522791.956799999,253.4615385,44,1,1,5,10,13,1,2,86.17,87.71,1.45,1.31,3,268.675374031,255.7692308,38,256.9230769,66,265.3846154,75
311001109257,"GIMNASIO MONTREAL",-8246676.9451,529736.222,283.4615385,56,1,1,5,11,15,1,2,88.88,91.38,1.68,0.95,3,206.323735184,284.6153846,40,273.4615385,47,286.1538462,61
311001109265,"COLEGIO AGUSTINIANO TAGASTE",-8254009.7169,518683.33,322.6923077,66,1,1,5,8,3,1,1,0,0,0,0,2,85.4698298655,314.6153846,56,314.6153846,54,324.2307692,45
311001109371,"CENTRO DE ESTUDIOS SAN BASILIO",-8251508.211,528694.681699999,211.1538462,56,1,1,5,11,13,1,5,88.41,91.53,1.65,1.17,2,306.418065453,220,0,215,0,218.4615385,67
311001109419,"INSTITUTO DE EDUCACION FORMAL DE ADULTOS EL PENSAMIENTO DE PITAGORAS",-8247108.9148,510215.768599998,209.1025641,126,1,1,5,4,13,1,5,80.01,83.14,1.6,1.1,3,199.075121954,213.1538462,0,219.0532544,13,212.0856463,97
311001109427,"FUNDACION DE EDUCACION PARA LA VIDA ""FUNDESCO""",-8248399.0777,509603.766199999,229.2307692,79,1,1,5,4,8,1,5,86.3,89.18,1.64,1.07,3,351.773155874,231.1538462,0,237.3076923,30,221.5384615,83
311001109516,"COLEGIO SAN ANGEL SALITRE",-8248293.2752,516401.501499999,295,25,1,1,5,13,13,1,2,87.96,92.26,1.34,1.01,4,155.780813293,298.8461538,32,297.3076923,21,303.8461538,26
311001109605,"INSTITUTO GERWILL",-8247657.0242,528133.391600002,225.7692308,16,1,1,5,11,15,1,5,89.36,91.61,2.38,1.86,2,425.30735871,224.6153846,0,231.1538462,23,210,12
311001109753,"COLEGIO TALENTOS",-8252842.9262,515737.2326,244.9038462,40,1,1,5,8,13,1,4,83.14,88.04,0.68,0.45,3,222.023079759,244.8300537,16,250.4807692,64,253.6538462,36
311001109923,"COLEGIO TECNISISTEMAS SEDE BOSA",-8258539.8992,513199.429200001,238.8461538,45,1,1,5,7,15,1,4,87.89,89.97,0.63,0.58,2,309.569740428,234.6153846,0,238.8461538,70,247.3076923,69
311001109931,"COLEGIO TECNISISTEMAS",-8252897.8701,512011.313700002,238.0769231,72,1,1,5,6,15,1,4,86.13,88.07,1.35,1.34,3,219.024920058,237.3076923,0,241.1538462,75,236.5384615,71
311001109940,"COLEGIO TECNISISTEMAS",-8254490.1529,515112.156100001,241.9230769,58,1,1,5,8,15,1,0,80.82,83.88,1.97,1.42,3,285.522465006,228.8461538,0,245.3846154,49,241.9230769,53
311001109958,"COLEGIO TECNISISTEMAS",-8253120.7251,521457.298500001,238.0769231,65,1,1,5,9,15,1,5,84.16,87.77,0.82,0.56,3,276.94015566,232.3076923,0,241.5384615,84,245,74
311001109966,"COLEGIO TECNISISTEMAS",-8247652.1695,521954.614700001,250.3846154,44,1,1,5,10,15,1,4,89.28,91.71,1.66,1.21,3,234.204297324,241.1538462,0,238.4615385,41,258.8461538,65
311001109974,"COLEGIO FORMARTE",-8245782.9361,517158.737599999,270.3846154,56,1,1,5,13,13,1,2,97.02,96.37,0.32,0.34,3,144.564855749,278.2148041,0,281.1538462,0,277.6923077,54
311001110018,"INSTITUTO CENTRAL DE ESTUDIOS",-8244527.1787,529399.316799998,247.3076923,25,1,1,5,11,13,1,0,85.16,85.75,2.36,1.58,3,175.654664276,257.549195,0,238.0769231,26,264.6153846,14
311001110034,"COLEGIO UNILATINA",-8244575.2131,516195.389199998,258.4615385,83,1,1,5,2,12,1,3,96.53,93.22,2.08,5.08,4,130.403680685,264.6153846,0,260.3846154,64,253.8461538,73
311001110042,"FUNDACION EDUCATIVA PARA EL DESARROLLO INTEGRAL - FEDI",-8259759.3352,515824.534499999,227.6923077,26,1,1,5,7,13,1,5,84.88,88.09,2.51,1.63,2,73.5633952561,215.3846154,0,226.5384615,14,227.3076923,22
311001110140,"LICEO BIRMINGHAM",-8254439.7185,514996.452199999,291.1538462,19,1,1,5,8,13,1,2,80.82,83.88,1.97,1.42,3,285.522465006,279.2307692,17,278.8461538,7,310,11
311001110158,"COLEGIO NUEVO MILENIO",-8254762.4538,509984.567499999,246.1538462,8,1,1,5,19,15,1,0,86.09,89.85,1.84,1.42,2,198.364685823,224.6153846,0,233.8461538,13,215,16
311001110271,"COLEGIO CENTRO DE ESTUDIOS PRO-PYMES",-8248853.2835,527563.938700002,227.3076923,49,1,1,5,11,16,1,5,89.36,91.61,2.38,1.86,2,425.30735871,214.8183761,0,227.3076923,71,221.1538462,127
311001110395,"COLEGIO SAN ANSELMO",-8249554.2222,528312.9091,250,19,1,1,5,11,16,1,4,88.41,91.53,1.65,1.17,2,306.418065453,233.0769231,1,237.3076923,24,250.3846154,35
311001110409,"LICEO BET-EL",-8247040.3476,527656.506700002,281.1538462,17,1,1,5,11,16,1,2,89.36,91.61,2.38,1.86,3,425.30735871,280,18,264.2307692,14,291.1538462,11
