"COD_DANE12","COLEGIO_SE","X","Y","P_Puntaje_2021","EVALUADOS_2021","Sector","CALENDARIO","GENERO","COD_LOCA","NATU_JUR","CLASE_TIPO","Categoria","Thombre_aprob","Tmujer_aprob","Thombre","Tmujer","ESTRATO","DENSITY","P_Puntaje_2019","EVALUADOS_2019","P_Puntaje_2020","EVALUADOS_2020","P_Puntaje_2022","EVALUADOS_2022"
311001110662,"LICEO CENTRAL AMERICAS",-8257498.8672,516027.154300001,247.6923077,25,1,1,5,7,13,1,3,90.04,91.9,1.72,1.39,2,415.818720334,244.6153846,24,252.3076923,17,254.6153846,23
311001800341,"GIMNASIO PSICOPEDAGOGICO INTEGRAL GIMSIPEI",-8245285.0251,526167.343400002,245,8,1,1,5,11,13,1,3,88.08,91.52,1.9,1.02,3,86.0076716846,251.5384615,11,265,12,262.6923077,14
311102000086,"COLEGIO CLARETIANO EL LIBERTADOR",-8258160.9098,513749.568300001,261.1538462,39,1,1,5,7,3,1,2,87.89,89.97,0.63,0.58,2,309.569740428,266.1538462,49,267.6923077,48,280.3846154,23
311102000124,"COLEGIO NUESTRA SEÑORA DE NAZARETH",-8258425.3248,513499.052200001,291.1538462,48,1,1,5,7,3,1,2,87.89,89.97,0.63,0.58,2,309.569740428,281.9230769,63,288.4615385,89,293.8461538,60
311102000132,"COLEGIO INMACULADO CORAZON DE MARIA",-8258394.4392,513739.502,302.6923077,71,1,1,5,7,3,1,1,87.89,89.97,0.63,0.58,2,309.569740428,309.2307692,45,308.4615385,50,306.1538462,69
311102000141,"COLEGIO CLARETIANO",-8258202.5144,513941.092300002,288.2167832,275,1,1,5,7,3,1,2,87.89,89.97,0.63,0.58,2,309.569740428,279.7863248,349,288.2468062,283,293.8461538,235
311102000531,"COLEGIO DE LA PRESENTACION DE FATIMA",-8253096.9082,511007.652100001,281.9230769,32,1,1,5,6,3,1,2,86.13,88.07,1.35,1.34,2,219.024920058,288.8461538,41,287.3076923,30,302.6923077,26
311102001007,"LICEO ANTONIO DE TOLEDO",-8258962.084,512660.2718,275.7692308,88,1,1,5,7,13,1,2,87.89,89.97,0.63,0.58,2,309.569740428,269.2307692,81,270.3846154,90,285,50
311102001015,"INSTITUTO GUIMARC",-8259434.23,512877.2487,260.7692308,27,1,1,5,7,15,1,3,87.89,89.97,0.63,0.58,2,309.569740428,255.3846154,33,258.0769231,35,263.8461538,43
311102001066,"LICEO SAN PABLO",-8258472.3339,513118.7861,230,16,1,1,5,7,11,1,3,87.89,89.97,0.63,0.58,2,309.569740428,272.6923077,15,260.7692308,18,259.2307692,19
311102001074,"COLEGIO GIOVANNI ANTONIO FARINA",-8258314.5708,515785.566100001,298.4615385,81,1,1,5,7,3,1,1,90.04,91.9,1.72,1.39,2,415.818720334,295.7692308,91,289.6153846,105,292.3076923,56
311102001244,"LICEO ALFREDO NOBEL",-8258533.4561,513309.474399999,285.3846154,106,1,1,5,7,13,1,2,87.89,89.97,0.63,0.58,2,309.569740428,280.3846154,110,288.8461538,120,285,104
311102001287,"GIMNASIO LOS SAUCES",-8257985.2822,516166.615600001,290.3846154,123,1,1,5,7,8,1,2,90.04,91.9,1.72,1.39,2,415.818720334,284.2307692,144,289.6153846,164,305.7692308,174
311265000041,"INSTITUTO JOSE MARTINEZ RUIZ",-8249213.9698,522999.0244,276.5384615,36,1,1,5,10,13,1,2,86.17,87.71,1.45,1.31,3,268.675374031,259.6153846,37,270.3846154,32,272.3076923,39
311265000369,"COLEGIO ADVENTISTA DEL NORTE",-8248150.2664,521975.731800001,301.9230769,35,1,1,5,10,3,1,2,89.28,91.71,1.66,1.21,3,234.204297324,275.7692308,43,281.5384615,21,294.2307692,38
311265000954,"COLEGIO YERMO Y PARRES",-8248761.1788,523564.410300002,294.6153846,58,1,1,5,10,3,1,2,86.17,87.71,1.45,1.31,3,268.675374031,288.8461538,55,284.2307692,48,298.0769231,53
311265001110,"COLEGIO LUIGI PIRANDELLO",-8251671.4043,525604.187399998,312.6923077,48,1,1,5,10,15,1,1,88.37,90.06,0.65,0.54,3,268.783871617,306.5384615,55,305.7692308,60,310.7692308,46
311265001152,"INSTITUTO MAYEUTICO",-8250524.5029,525770.3369,272.6923077,36,1,1,5,10,15,1,2,90.84,93.54,0.58,0.72,3,181.829807579,288.0769231,29,283.8461538,27,296.9230769,32
311279000043,"CENTRO DE ENSEÑANZA MEDIA COMERCIAL NUESTRA SEÑORA DEL CARMEN",-8253471.1811,521199.392299999,310.7692308,57,1,1,5,9,13,1,1,84.16,87.77,0.82,0.56,3,276.94015566,324.6153846,74,312.6923077,79,319.2307692,65
311279000094,"COLEGIO PARROQUIAL SAN PEDRO CLAVER",-8253707.2441,520766.437199999,291.5384615,126,1,1,5,9,3,1,2,84.16,87.77,0.82,0.56,2,276.94015566,292.3076923,84,283.0769231,45,300.3846154,76
311279000281,"COLEGIO SANTA ANA",-8253883.9137,521123.740200002,329.2307692,98,1,1,5,9,15,1,1,84.16,87.77,0.82,0.56,3,276.94015566,325.7692308,117,321.5384615,96,323.8461538,109
311279000311,"COLEGIO DE NUESTRA SEÑORA DEL PERPETUO SOCORRO",-8254264.8033,521205.7674,279.2307692,38,1,1,5,9,13,1,2,84.16,87.77,0.82,0.56,3,276.94015566,295.3846154,27,289.2307692,30,263.8461538,27
311279000353,"COLEGIO DE LOS ANDES",-8253243.5093,521342.038800001,291.5384615,116,1,1,5,9,15,1,1,84.16,87.77,0.82,0.56,3,276.94015566,290,101,293.4615385,74,300.7692308,81
311279000370,"COLEGIO TERESITA DE LISIEUX",-8252931.1168,520557.173099998,293.8461538,37,1,1,5,9,3,1,2,84.16,87.77,0.82,0.56,7,276.94015566,289.6153846,28,283.4615385,21,303.8461538,33
311279000396,"COLEGIO PARROQUIAL SAN JOSE DE FONTIBON",-8252511.4,521751.172499999,285.7692308,68,1,1,5,9,3,1,2,94.12,88.73,0,2.82,3,61.2144048771,276.1538462,52,291.1538462,61,286.9230769,82
311279000426,"COLEGIO SANTA TERESA DE JESUS",-8253530.9518,520919.521600001,306.1538462,117,1,1,5,9,3,1,1,84.16,87.77,0.82,0.56,3,276.94015566,307.3076923,102,305.3846154,72,302.6923077,110
311279000779,"COLEGIO PARROQUIAL NUESTRA SEÑORA DEL ROSARIO",-8253599.8386,522454.931899998,280,43,1,1,5,9,3,1,2,84.16,87.77,0.82,0.56,3,276.94015566,269.2307692,42,268.4615385,49,271.5384615,42
311279000906,"INSTITUTO LA ANUNCIACION",-8253952.3084,520728.518,273.0769231,69,1,1,5,9,3,1,2,84.16,87.77,0.82,0.56,3,276.94015566,285.3846154,39,281.9230769,47,288.8461538,51
311279001236,"COLEGIO MILITAR JOSE ANTONIO GALAN",-8254028.2182,521005.511799999,266.1538462,92,1,1,5,9,15,1,3,84.16,87.77,0.82,0.56,3,276.94015566,258.8461538,70,261.9230769,95,263.8461538,63
311764004357,"LICEO RIOBAMBA",-8247687.8307,527582.363,263.8461538,18,1,1,5,11,13,1,3,89.36,91.61,2.38,1.86,2,425.30735871,245,13,253.8461538,12,281.9230769,22
311769000076,"COLEGIO DIVINO SALVADOR",-8245412.162,529106.119899999,302.6923077,71,1,1,5,11,3,1,1,94.62,92.13,0.54,1.69,5,86.8547095276,302.6923077,53,300,63,312.3076923,40
311769000165,"COLEGIO SAN JORGE DE INGLATERRA",-8246656.9121,529738.414900001,366.9230769,81,1,3,5,11,15,1,1,88.88,91.38,1.68,0.95,5,206.323735184,374.2307692,71,351.5384615,69,366.1538462,85
311769000416,"COLEGIO LAUSANA",-8244569.9332,531602.1182,309.2307692,31,1,1,5,11,13,1,1,0,0,0.93,1.55,5,109.005077287,298.0769231,34,299.2307692,38,302.3076923,28
311769000475,"ASPAEN GIMNASIO IRAGUA",-8245151.3505,530650.1996,353.4615385,45,1,3,1,11,1,1,1,94.62,92.13,0.54,1.69,4,86.8547095276,353.4615385,49,335.7692308,28,345,44
311769000483,"COLEGIO EMMANUEL D,ALZON",-8244937.3343,523776.663699999,333.8461538,55,1,1,3,11,3,1,1,0,0,0,0,4,128.652843587,337.3076923,56,319.6153846,62,330,54
311769000556,"COLEGIO SAN PATRICIO",-8246579.6842,527263.4102,353.4615385,15,1,1,1,11,15,1,1,88.08,91.52,1.9,1.02,6,86.0076716846,355.3846154,17,350,17,343.0769231,13
311769000564,"COLEGIO CRISTO REY BOGOTA",-8245143.9466,527073.386100002,332.6923077,42,1,1,5,11,3,1,1,94.62,92.13,0.54,1.69,5,86.8547095276,332.6923077,66,324.6153846,59,329.6153846,42
311769000661,"COLEGIO AGUSTINIANO SUBA",-8246930.0356,528376.557300001,302.6923077,78,1,1,5,11,3,1,2,88.88,91.38,1.68,0.95,7,206.323735184,303.4615385,102,296.1538462,102,312.3076923,60
311769000726,"LICEO SEGOVIA",-8246742.6926,523973.6494,310.7692308,71,1,1,5,11,11,1,1,78.8,85.4,2.6,0.78,7,64.3594473694,315.3846154,106,305.7692308,81,314.2307692,85
311769000734,"COLEGIO STELLA MATUTINA",-8243831.718,531130.5737,312.3076923,14,1,1,5,11,3,1,1,0,0,0.93,1.55,5,109.005077287,309.2307692,23,319.2307692,15,316.9230769,14
311769000751,"COLEGIO AGUSTINIANO NORTE",-8245687.8592,523852.721099999,332.3076923,187,1,1,5,11,3,1,1,78.8,85.4,2.6,0.78,4,64.3594473694,328.4615385,137,319.6153846,208,327.6923077,209
311769000785,"LICEO GLOBERTH MIXTO",-8247565.5975,525962.551199999,280.3846154,41,1,1,5,11,15,1,2,89.36,91.61,2.38,1.86,2,425.30735871,271.1538462,56,275.3846154,52,283.8461538,47
311769000815,"LICEO SAN RAFAEL",-8245563.6779,526093.459800001,273.8461538,22,1,1,5,11,13,1,2,88.08,91.52,1.9,1.02,3,86.0076716846,258.8461538,28,268.0769231,32,270.7692308,25
311769000823,"COLEGIO HISPANOAMERICANO CONDE ANSUREZ",-8244262.1137,530545.207600001,333.8461538,47,1,1,5,11,15,1,1,0,0,0.93,1.55,5,109.005077287,342.6923077,50,326.5384615,47,333.4615385,52
311769000866,"FUNDACION NUEVO MARYMOUNT",-8245038.2176,530011.2881,350,66,1,3,1,11,8,1,1,94.62,92.13,0.54,1.69,7,86.8547095276,348.8461538,77,327.5739645,65,336.9230769,72
311769000921,"COLEGIO HELVETIA",-8246152.6515,525476.1318,355.7692308,39,1,3,5,11,1,1,1,88.08,91.52,1.9,1.02,5,86.0076716846,353.4615385,38,341.5384615,29,350.7692308,39
311769000980,"GIMNASIO SANTA CRISTINA DE TOSCANA",-8244302.7943,531384.283300001,323.4615385,23,1,1,5,11,15,1,1,0,0,0.93,1.55,5,109.005077287,306.5384615,13,302.3076923,24,320,17
311769000998,"COLEGIO COLOMBO HEBREO",-8243545.9709,528083.919,334.6153846,11,1,3,5,11,11,1,1,81.15,87.61,1.33,0.77,4,205.381426639,345,14,328.8461538,6,305.3846154,9
311769001030,"COLEGIO ASOSIERVAS",-8247261.9892,527554.093,273.0769231,54,1,1,5,11,3,1,2,89.36,91.61,2.38,1.86,3,425.30735871,259.6153846,36,269.2307692,42,284.6153846,49
311769001552,"COLEGIO SAN LUIS DE LA POLICIA NACIONAL",-8245976.1566,527357.289900001,286.9230769,88,1,1,5,11,14,1,1,88.08,91.52,1.9,1.02,6,86.0076716846,295,93,299.6153846,69,304.6153846,63
311769001757,"COLEGIO BENPOSTA NACION DE MUCHACHOS",-8244797.3879,511524.234,241.5384615,10,1,1,5,3,8,1,3,86.87,87.24,1.35,1.24,2,231.346380648,226.9230769,8,282.6923077,7,251.5384615,15
311769001781,"COLEGIO ABRAHAM LINCOLN",-8244435.6118,530116.633699998,358.8461538,91,1,3,5,11,5,1,1,85.16,85.75,2.36,1.58,4,175.654664276,368.8461538,80,354.2307692,85,357.6923077,83
311769001846,"COLEGIO SAN TARSICIO",-8244279.1088,529855.888700001,354.6153846,17,1,3,3,11,8,1,1,85.16,85.75,2.36,1.58,7,175.654664276,355.3846154,21,331.5384615,22,344.2307692,18
311769002010,"CENTRO EDUCATIVO SAGRADA FAMILIA DE NAZARETH",-8243301.53,529188.453,302.6923077,92,1,1,5,11,3,1,1,85.16,85.75,2.36,1.58,3,175.654664276,306.1538462,102,305.7692308,90,301.1538462,107
311769002214,"COLEGIO SAN BENITO DE TIBATI",-8241362.8042,531151.162300002,338.4615385,64,1,1,5,1,8,1,1,83.7,86.9,0.4,0.31,3,270.694567329,336.5384615,44,337.3076923,38,321.5384615,71
311769002354,"COLEGIO ALAFAS DEL NORTE",-8248694.4172,527530.078200001,289.6153846,50,1,1,5,11,15,1,2,89.36,91.61,2.38,1.86,2,425.30735871,291.9230769,43,300.3846154,35,318.8461538,17
311769002451,"COLEGIO NEIL ARMSTRONG",-8247711.6587,526595.9267,251.9230769,38,1,1,5,11,13,1,3,89.36,91.61,2.38,1.86,2,425.30735871,252.6923077,39,244.6153846,17,261.1538462,23
311769002494,"GIMNASIO NUEVO SUBA",-8247003.4897,528464.309700001,285,42,1,1,5,11,15,1,2,88.88,91.38,1.68,0.95,3,206.323735184,293.8461538,34,276.1538462,47,280.7692308,42
311769003008,"COLEGIO TECNOLOGICO DE SUBA",-8247484.2508,526673.910799999,273.0769231,56,1,1,5,11,13,1,2,89.36,91.61,2.38,1.86,2,425.30735871,283.8461538,37,283.4615385,35,278.8461538,48
311769003091,"INSTITUTO MILITAR AQUILEO PARRA",-8244575.5114,530722.9377,258.4615385,24,1,1,5,11,15,1,2,0,0,0.93,1.55,5,109.005077287,267.3076923,27,261.5384615,42,271.5384615,30
311769003211,"COLEGIO SANTA ISABEL DE HUNGRIA",-8244767.5843,529258.374600001,279.2307692,73,1,1,5,11,13,1,2,85.16,85.75,2.36,1.58,3,175.654664276,288.4615385,66,278.4615385,67,291.9230769,63
311769003300,"COLEGIO JONATHAN SWIFT",-8246082.5091,529983.9133,298.4615385,8,1,1,5,11,15,1,2,88.88,91.38,1.68,0.95,5,206.323735184,284.2307692,24,289.2307692,21,307.3076923,11
311769003342,"COLEGIO LOS NOGALES",-8243186.016,532718.629500002,366.9230769,65,1,3,5,11,5,1,1,0,0,0,0,7,1.36889875031,374.2307692,55,361.6519546,61,359.2307692,74
311769003474,"COLEGIO ANDINO",-8242476.804,534406.075199999,340,127,1,3,5,11,5,1,1,0,0,0,0,7,1.36889875031,349.6153846,124,337.6636661,94,336.5384615,102
311769003920,"COLEGIO BILINGUE CLERMONT",-8244107.2015,534214.827300001,351.9230769,28,1,3,5,11,15,1,1,0,0,0,0,7,1.36889875031,353.0769231,22,342.6923077,31,326.9230769,48
311769003938,"COLEGIO BILINGUE BUCKINGHAM",-8242514.8151,534222.974,367.6923077,47,1,3,5,11,15,1,1,0,0,0,0,0,1.36889875031,362.3076923,41,331.9384615,25,353.4615385,49
311769004004,"INSTITUTO TECNICO COMERCIAL CERROS DE SUBA",-8248041.4683,528309.684500001,281.9230769,37,1,1,5,11,15,1,2,89.36,91.61,2.38,1.86,2,425.30735871,271.1538462,40,276.5384615,44,294.2307692,20
311769004063,"GIMNASIO SANTANDER",-8247812.5041,526319.7337,254.2307692,12,1,1,5,11,15,1,3,89.36,91.61,2.38,1.86,2,425.30735871,262.3076923,18,240.7692308,19,265.7692308,30
311769004233,"CENTRO DE INTEGRACION EDUCATIVA DEL NORTE - CIEN",-8248152.4783,527961.284499999,302.6923077,40,1,1,5,11,15,1,2,89.36,91.61,2.38,1.86,3,425.30735871,306.1538462,45,308.0769231,30,312.6923077,42
311769004250,"COLEGIO EUCARISTICO MERCEDARIO",-8247161.7871,527705.819400001,303.0769231,52,1,1,1,11,3,1,1,89.36,91.61,2.38,1.86,3,425.30735871,306.5384615,51,300.3846154,41,308.4615385,38
311769004268,"GIMNASIO ACADEMIA REGIONAL",-8248800.2041,528584.739500001,281.1538462,202,1,1,5,11,13,1,2,89.36,91.61,2.38,1.86,2,425.30735871,283.8461538,196,275,208,277.6923077,253
311769004284,"INSTITUTO EDUCACION Y VIDA",-8247033.8532,529442.460200001,295.7692308,45,1,1,5,11,3,1,1,88.88,91.38,1.68,0.95,2,206.323735184,300.3846154,54,283.8461538,53,302.6923077,44
311769004292,"COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL",-8242631.2442,534147.518599998,361.1538462,67,1,3,5,11,5,1,1,0,0,0,0,7,1.36889875031,369.6153846,44,347.6923077,67,359.6153846,58
311769004365,"GIMNASIO LA CAMPIÑA",-8249214.6911,527898.5876,278.0769231,23,1,1,5,11,13,1,2,89.36,91.61,2.38,1.86,2,425.30735871,270.3846154,35,276.1538462,34,283.4615385,36
311848000278,"GIMNASIO VERMONT",-8243360.762,532081.405099999,353.7755102,98,1,3,5,11,15,1,1,0,0,0,0,7,1.36889875031,364.6153846,81,358.8461538,76,366.1538462,87
311848000286,"GIMNASIO DE LOS CERROS",-8240625.6432,523092.435199998,356.1538462,45,1,3,3,1,5,1,1,0,0,0,0,3,84.50310014,366.9230769,42,358.0769231,38,346.1538462,35
311848000294,"COLEGIO CAMPESTRE SAN JOSE - CCSJ",-8243158.657,525264.653499998,302.3076923,61,1,1,5,1,4,1,1,0,0,0,0,6,112.217546144,305,35,309.2307692,54,296.9230769,44
311848000308,"COLEGIO ANGLO AMERICANO",-8240788.5626,529378.5814,374.2307692,175,1,1,5,1,5,1,1,76.38,78.88,0,0,7,49.3969468097,372.3076923,176,361.9230769,169,371.9230769,150
311848000341,"GIMNASIO CAMPESTRE",-8240538.0615,528460.516600002,342.6923077,59,1,3,3,1,8,1,1,90.44,92.7,0.94,0.63,1,264.024478433,354.2307692,71,327.6923077,63,334.2307692,61
311848000367,"LICEO DE COLOMBIA BILINGÜE",-8242576.2334,534453.071400002,359.6153846,50,1,1,5,11,13,1,1,0,0,0,0,7,1.36889875031,357.6923077,45,344.2307692,36,348.0769231,63
311848000413,"INSTITUTO DE PEDAGOGIA AUTOACTIVA DE GRUPOS - IPAG",-8240985.5102,530554.5244,260.7692308,28,1,1,5,1,15,1,2,83.7,86.9,0.4,0.31,2,270.694567329,260,27,263.4615385,26,272.6923077,21
311848000456,"COLEGIO CASABLANCA",-8240683.9256,528198.159299999,277.3076923,75,1,1,5,1,13,1,2,90.44,92.7,0.94,0.63,2,264.024478433,263.0769231,72,261.5384615,56,288.0769231,42
311848000481,"COLEGIO PUREZA DE MARIA",-8240540.5484,526332.855700001,312.6923077,56,1,1,1,1,3,1,1,71.05,78.32,0.26,0,6,152.267740971,324.2307692,42,313.4615385,32,333.0769231,32
311848000499,"FUNDACION EDUCACIONAL ANA RESTREPO DEL CORRAL",-8240134.8178,524189.677200001,278.0769231,47,1,1,5,1,8,1,2,0,0,0,0,2,84.50310014,281.5384615,49,277.6923077,44,271.9230769,51
311848000588,"COLEGIO DEL SANTO ANGEL",-8240199.1782,528378.4595,306.5384615,26,1,1,5,1,3,1,1,90.44,92.7,0.94,0.63,3,264.024478433,329.2307692,12,310.7692308,18,304.2307692,33
311848000618,"COLEGIO SANTO TOMAS DE AQUINO",-8243182.5963,525692.9001,321.9230769,48,1,1,5,1,3,1,1,82.4,88.22,0.74,0.86,7,86.4054949959,325,55,317.3076923,50,323.4615385,61
311848000626,"GIMNASIO CULTURAL LIBERTAD",-8240491.0001,526996.044399999,267.3076923,33,1,1,5,1,13,1,2,71.05,78.32,0.26,0,3,152.267740971,262.6923077,30,264.2307692,30,260.7692308,27
311848000634,"COLEGIO TERESIANO",-8242822.1816,527613.517900001,312.6923077,58,1,1,1,1,3,1,1,71.05,78.32,0.26,0,4,152.267740971,319.6153846,64,315,61,320.3846154,64
311848000693,"COLEGIO DE INGLATERRA (THE ENGLISH SCHOOL)",-8241924.3376,529325.144499999,336.9230769,107,1,3,5,1,8,1,1,76.38,78.88,0,0,7,49.3969468097,348.0769231,85,321.6346154,88,328.4615385,95
311848000782,"GIMNASIO LOS PINOS",-8241029.8231,531591.812199999,329.2307692,110,1,1,5,1,5,1,1,83.7,86.9,0.4,0.31,4,270.694567329,323.8461538,74,322.6923077,96,325,82
311848000791,"COLEGIO DE NUESTRA SEÑORA DEL BUEN CONSEJO",-8243101.9542,522669.530499998,313.0769231,55,1,1,5,1,3,1,1,0,0,0,0,7,112.217546144,320.3846154,59,308.8461538,68,325,39
311848000812,"GIMNASIO FEMENINO",-8240840.5277,524625.9241,336.9230769,42,1,3,1,1,5,1,1,0,0,0,0,4,84.50310014,341.5384615,32,336.5384615,51,330.7692308,47
311848000821,"COLEGIO PROVINMA",-8241535.562,526444.942899998,308.8461538,15,1,1,5,1,3,1,1,71.05,78.32,0.26,0,4,152.267740971,303.8461538,12,312.6923077,18,338.4615385,17
311848000847,"COLEGIO MIGUEL ANTONIO CARO",-8241129.6556,537215.744,290.3846154,65,1,1,5,1,13,1,2,90.98,92.03,0,0,7,5.62007086518,285,62,287.3076923,69,295.7692308,66
311848000936,"COLEGIO SANTA MARIA",-8241298.0942,530789.555100001,341.9230769,91,1,3,1,1,8,1,1,83.7,86.9,0.4,0.31,3,270.694567329,342.6923077,86,334.6603397,77,348.4615385,77
311848000961,"EXTERNADO CARO Y CUERVO",-8243608.6783,527517.0154,297.3076923,57,1,1,5,11,13,1,1,81.15,87.61,1.33,0.77,4,205.381426639,296.9230769,55,300.3846154,51,301.5384615,52
311848000995,"COLEGIO CARDENAL SANCHA",-8243312.5228,524879.087900002,316.9230769,76,1,1,5,1,3,1,1,0,0,0,0,5,112.217546144,317.6923077,64,308.0769231,71,299.2307692,63
311848001011,"COLEGIO ANGLO COLOMBIANO",-8242532.1832,527715.1127,340.3846154,121,1,3,5,1,8,1,1,71.05,78.32,0.26,0,4,152.267740971,346.1538462,131,325.7692308,78,333.0769231,129
311848001118,"GIMNASIO LOS ANDES",-8242585.2347,533662.699700002,333.4615385,63,1,1,5,11,15,1,1,0,0,0,0,7,1.36889875031,338.0769231,106,326.9230769,83,333.8461538,73
311848002262,"COLEGIO ITALIANO LEONARDO DA VINCI",-8243372.5596,524607.578699999,343.4615385,76,1,3,5,1,11,1,1,82.4,88.22,0.74,0.86,5,86.4054949959,353.0769231,72,342.4696356,76,343.4615385,79
311848002271,"COLEGIO DE LA SALLE",-8241394.1351,529238.959899999,327.6923077,121,1,1,5,1,3,1,1,76.38,78.88,0,0,7,49.3969468097,338.8461538,101,320.7692308,105,326.1538462,92
311848002343,"COLEGIO SANTA MARIANA DE JESUS",-8242693.73,531875.477,301.1538462,77,1,1,5,11,3,1,1,0,0,0,0,7,1.36889875031,300.7692308,99,305.3846154,106,310,59
311848002351,"COLEGIO SANTA FRANCISCA ROMANA",-8242298.0983,527404.826499999,370.7692308,55,1,3,1,1,3,1,1,71.05,78.32,0.26,0,4,152.267740971,369.2307692,64,356.4636752,72,358.0769231,64
311848002416,"COLEGIO MARIA INMACULADA",-8240144.8387,528776.036200002,301.1538462,36,1,1,1,1,3,1,1,90.44,92.7,0.94,0.63,3,264.024478433,295.3846154,57,293.4615385,75,312.6923077,22
311848002424,"COLEGIO SAN CARLOS",-8241176.3307,531557.011500001,368.4615385,95,1,3,3,1,3,1,1,83.7,86.9,0.4,0.31,2,270.694567329,376.1538462,88,361.1538462,73,367.6923077,74
311848002432,"COLEGIO DE LA PRESENTACION SANS FACON",-8242219.4211,529353.2141,320.3846154,51,1,1,1,1,3,1,1,85.43,85.98,0.96,0.91,3,178.963176316,323.8461538,71,315,57,324.2307692,45
311848002459,"COLEGIO CLAUSTRO MODERNO",-8240339.2772,529753.998199999,329.2307692,46,1,1,5,1,15,1,1,76.38,78.88,0,0,2,49.3969468097,327.6923077,55,337.3076923,38,331.9230769,45
311848002513,"GIMNASIO JOSE JOAQUIN CASAS",-8240307.8506,529578.178100001,310,17,1,1,5,1,15,1,1,76.38,78.88,0,0,2,49.3969468097,311.9230769,23,311.1538462,25,314.6153846,12
311848002611,"LICEO DE CERVANTES PADRES AGUSTINOS",-8242584.9553,527867.463599999,348.4615385,91,1,1,5,1,4,1,1,71.05,78.32,0.26,0,7,152.267740971,350.7692308,87,345.7692308,76,348.0769231,81
311848002823,"GIMNASIO DEL NORTE",-8243586.204,532737.1998,332.3076923,49,1,3,5,11,8,1,1,0,0,0,0,7,1.36889875031,338.8461538,54,323.0769231,43,339.6153846,47
311848002866,"COLEGIO MAYOR JOSE CELESTINO MUTIS",-8241273.7431,530837.199299999,285.3846154,70,1,1,5,1,15,1,2,83.7,86.9,0.4,0.31,2,270.694567329,286.5384615,70,277.6923077,72,292.6923077,51
311848002874,"COLEGIO CANAPRO",-8242213.1983,529732.191599999,308.4615385,75,1,1,5,1,4,1,1,76.38,78.88,0,0,3,49.3969468097,313.8461538,84,311.9230769,85,310.3846154,52
311848003439,"COLEGIO DE LA REINA",-8241606.8967,530527.9879,283.0769231,27,1,1,5,1,15,1,2,83.7,86.9,0.4,0.31,3,270.694567329,281.9230769,49,276.5384615,47,276.1538462,34
311848003463,"COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS",-8242439.0333,530006.1778,311.5384615,44,1,1,5,1,3,1,1,76.38,78.88,0,0,3,49.3969468097,308.4615385,56,313.8461538,38,310.3846154,53
311848004311,"COLEGIO GIOVANNI PASCOLI",-8241878.6843,531107.877500001,263.0769231,49,1,1,5,1,13,1,2,83.7,86.9,0.4,0.31,3,270.694567329,256.1538462,44,267.3076923,57,260.3846154,29
311850000111,"COLEGIO MONSEÑOR BERNARDO SANCHEZ HERMANAS DE NUESTRA SEÑORA DE LA PAZ",-8247599.0534,504172.6884,281.5384615,18,1,1,5,4,3,1,2,92.2,93.97,1.3,0.74,1,201.2087013,270.3846154,29,271.1538462,30,283.0769231,42
411001086561,"LICEO MARANATA",-8249194.9909,500630.676899999,260.7692308,21,1,1,5,5,5,1,2,90.04,92.42,1.03,0.81,1,249.869014788,255,24,248.4615385,18,264.6153846,33
411001108271,"COLEGIO MARIA AUXILIADORA NORTE",-8240933.3024,528766.493500002,300.3846154,48,1,1,1,1,3,1,1,90.44,92.7,0.94,0.63,7,264.024478433,316.1538462,15,311.5384615,13,297.6923077,39
411769000101,"COLEGIO SAN VIATOR BILINGÜE INTERNACIONAL",-8242354.2713,533712.320099998,321.1538462,90,1,3,5,11,3,1,1,0,0,0,0,7,1.36889875031,321.9230769,77,309.6153846,83,318.0769231,100
411769000119,"COLEGIO MILITAR ANTONIO NARIÑO",-8246602.4969,529841.470699999,275,43,1,1,5,11,15,1,2,88.88,91.38,1.68,0.95,5,206.323735184,275.3846154,32,287.3076923,44,275.3846154,39
411769000895,"LICEO BOSTON",-8246100.4293,529368.083799999,311.5384615,77,1,3,5,11,15,1,1,94.62,92.13,0.54,1.69,7,86.8547095276,315.7692308,57,296.8474149,61,317.6923077,61
