H_Trans,M_Trans,H_Primero,M_Primero,H_Segundo,M_Segundo,H_Tercero,M_Tercero,H_Cuarto,M_Cuarto,H_Quinto,M_Quinto,H_Sexto,M_Sexto,H_Septimo,M_Septimo,H_Octavo,M_Octavo,H_Noveno,M_Noveno,H_Decimo,M_Decimo,H_Once,M_Once,H_Acelerac,M_Acelerac,Thombre,Tmujer,relacion,COD_LOCA,Shape_Leng,Shape_Area
0.30000000000,0.73000000000,1.75000000000,2.20000000000,0.53000000000,1.00000000000,0.77000000000,0.73000000000,0.26000000000,1.26000000000,0.55000000000,0.59000000000,2.20000000000,3.20000000000,2.38000000000,2.32000000000,0.68000000000,1.40000000000,2.54000000000,1.98000000000,5.33000000000,2.33000000000,1.34000000000,0.85000000000,12.58000000000,14.93000000000,1.93000000000,1.82000000000,0.51615200000,"15",12141.21358990000,4939698.29994000029
1.53000000000,1.23000000000,1.55000000000,1.59000000000,0.80000000000,0.76000000000,0.48000000000,1.23000000000,0.86000000000,0.70000000000,1.16000000000,0.57000000000,1.84000000000,1.09000000000,1.72000000000,1.74000000000,1.90000000000,1.23000000000,1.45000000000,1.83000000000,2.21000000000,2.87000000000,1.00000000000,1.22000000000,0.00000000000,0.00000000000,1.39000000000,1.33000000000,1.46012000000,"06",23476.62586740000,10032738.07860000059
0.89000000000,1.39000000000,1.75000000000,1.01000000000,1.17000000000,0.79000000000,0.63000000000,1.39000000000,0.32000000000,0.63000000000,0.51000000000,0.55000000000,1.79000000000,1.15000000000,1.26000000000,0.87000000000,2.30000000000,0.62000000000,1.87000000000,1.20000000000,2.75000000000,1.74000000000,1.14000000000,1.03000000000,9.21000000000,10.57000000000,1.55000000000,1.21000000000,0.70158500000,"18",19462.88176630000,14003770.16279999912
0.00000000000,1.27000000000,1.83000000000,0.89000000000,0.95000000000,0.93000000000,1.05000000000,1.27000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.18000000000,2.17000000000,1.84000000000,0.78000000000,0.63000000000,0.00000000000,0.00000000000,0.00000000000,4.30000000000,1.11000000000,0.00000000000,1.15000000000,4.39000000000,1.82000000000,1.49000000000,0.78000000000,0.85705500000,"17",7486.31092377000,2085683.80128000001
1.47000000000,3.61000000000,1.84000000000,2.98000000000,2.01000000000,2.27000000000,0.68000000000,3.61000000000,1.35000000000,1.71000000000,0.41000000000,1.66000000000,2.78000000000,1.76000000000,2.12000000000,1.03000000000,1.37000000000,1.81000000000,1.34000000000,2.06000000000,3.26000000000,1.28000000000,1.35000000000,1.00000000000,6.84000000000,9.59000000000,1.77000000000,1.98000000000,1.04794000000,"12",13513.79077410000,12052902.90770000219
0.00000000000,0.00000000000,1.45000000000,0.79000000000,1.72000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.89000000000,0.84000000000,0.00000000000,0.00000000000,1.38000000000,0.61000000000,0.64000000000,0.00000000000,0.81000000000,0.70000000000,0.00000000000,0.00000000000,0.00000000000,0.96000000000,0.00000000000,0.00000000000,0.00000000000,0.52000000000,0.47000000000,0.69611400000,"13",16540.06582800000,14370228.38819999993
1.73000000000,1.85000000000,2.53000000000,1.69000000000,1.36000000000,0.53000000000,1.18000000000,1.85000000000,0.94000000000,0.74000000000,1.07000000000,0.90000000000,2.41000000000,1.42000000000,1.92000000000,1.45000000000,2.47000000000,1.01000000000,1.90000000000,1.56000000000,2.64000000000,1.33000000000,0.49000000000,0.90000000000,0.00000000000,0.00000000000,1.74000000000,1.21000000000,0.61047200000,"16",17964.18809560000,17525894.97709999979
1.57000000000,1.10000000000,0.85000000000,1.63000000000,0.29000000000,0.75000000000,0.59000000000,1.10000000000,0.00000000000,0.44000000000,1.55000000000,0.81000000000,1.49000000000,0.95000000000,2.34000000000,1.39000000000,1.92000000000,0.82000000000,1.41000000000,0.91000000000,4.04000000000,3.17000000000,1.94000000000,1.93000000000,24.24000000000,20.41000000000,2.00000000000,1.50000000000,0.67396600000,"14",11081.12437610000,6594667.46487000026
0.00000000000,0.00000000000,0.00000000000,3.13000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.03000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,6.25000000000,0.00000000000,0.00000000000,0.00000000000,9.09000000000,0.00000000000,0.95000000000,0.59000000000,0.00000000000,"20",213491.23054700001,789463047.64300000668
0.52000000000,0.39000000000,0.91000000000,0.41000000000,0.50000000000,0.63000000000,0.29000000000,0.39000000000,0.38000000000,0.22000000000,0.51000000000,0.45000000000,0.45000000000,0.54000000000,0.76000000000,0.27000000000,0.49000000000,0.57000000000,0.44000000000,0.44000000000,1.15000000000,0.36000000000,0.77000000000,0.85000000000,0.99000000000,0.00000000000,0.58000000000,0.45000000000,1.19624000000,"01",48750.44599300000,66033348.38229999691
